Glottolog_code,Nearest_glottolog_code,Glottolog_name,Taxonomy,Name,Major_group,Major_group_CB2018,Subgroup,Family,PN_C_group,PN_W_group,PN_NE_group,PN_SE_group,BandA2012_Taxon_label,Bowern_285_taxon_label,Bowern_307_taxon_label,Taxon_equivalence,Longitude,Latitude,Attestation,Attestation_source,Inherit_vocab_from,Reason_for_inheritance_choice,lexicon_source,lexicon_access,lexicon_access_reference,lexicon_uncertainty,segment_uncertainty,CHIRILA_source,o2p_source,o2p_comments,p2x_source,p2x_comments,Vocab_ID,Vocab_attestation,Vocab_workstage,AusPhonAlts_ID,Grammar_Harvester_files,Alts_source,Alts_to_do_next,Inventory_source,Inventory_source_identifier,Inv_source_id,Invenotry_is_tentative,Inventory_to_do_next,Inventory_my_modifications,Apicals,Laminals,Glottal,Obstruents,Missing_laterals,BhDhGh,Vowels,Vowel_lengths,Add_extra,Remove_extra,Rounded_extra,Inventory_PHOIBLE_notes
wayi1238,,Wayilwan,Pama-Nyungan | Central NSW | Ngiyambaa | Wayilwan,Wayilwan,PN Southeast,PN Southeast,PN Central NSW,Pama-Nyungan,_other,_other,_other,Central NSW,,Wailwan,Wailwan,,147.667881,-30.428363,,,self,,giacon_wailwan_nodate,online,CHIRILA/v2/Wail-lex,,,CHIRILA/v2/Wail-lex,donaldson_ngiyambaa:_1980,,,,206,3 full data,8 to check,,,,,Donaldson 1980,donaldson_ngiyambaa:_1980,109852,FALSE,,,1,2,0,1,PD,0,3,2,0,0,,
wira1262,,Wiradhuri,Pama-Nyungan | Central NSW | Wiradjuri,Wiradjuri,PN Southeast,PN Southeast,PN Central NSW,Pama-Nyungan,_other,_other,_other,Central NSW,Wiradjuri,Wiradjuri,Wiradjuri,Wiradjuri,147.514309,-33.848974,,,self,,hosking_wiradjuri_1993,online,CHIRILA/v2/Hosking/McNicol1993,reconstituted,,CHIRILA/v2/Hosking/McNicol1993,wafer_handbook_2008,,,,142,3 full data,8 to check,,,,,Wafer&Lisserague 2008:696,wafer_handbook_2008,308697,FALSE,,,1,2,0,1,PD,0,3,2,0,0,,
wirr1237,,Wirriyaraay,Pama-Nyungan | Central NSW | Wiriyaraay,Wiriyaraay,PN Southeast,PN Southeast,PN Central NSW,Pama-Nyungan,_other,_other,_other,Central NSW,,,,,151.084046,-29.603601,,Giacon 2014:2,gami1243,Most closely related (Giacon 2014:2),,,,,,,,,,,,-2 doesn't exist,-2 doesn't exist,316,Yuwaalaraay-Gamilaraay_475849_augmented_Giacon_2014.xml,Giacon 2014,,Giacon 2014,giacon_grammar_2014,469869,FALSE,,,1,2,0,1,PD,0,3,2,0,0,,
yuwa1242,,Yuwaalaraay,Pama-Nyungan | Central NSW | Yuwaalaraay,Yuwaalaraay,PN Southeast,PN Southeast,PN Central NSW,Pama-Nyungan,_other,_other,_other,Central NSW,Yuwaalaraay,Yuwaalaraay,Yuwaalaraay,Yuwaalaraay,147.900172,-29.574185,,,self,,ash_gamilaraay_2003,online,CHIRILA/v1/ash03,,,CHIRILA/v1/ash03,giacon_grammar_2014,,,,1008,3 full data,8 to check,226,"Yuwaalaraay_2738_augmented_Williams_1980.xml, Yuwaalaraay-Gamilaraay_475849_augmented_Giacon_2014.xml",Williams 1980,,Williams 1980,williams_grammar_1980,2738,FALSE,,,1,2,0,1,PD,0,3,2,0,0,,
yuwa1243,,Yuwaalayaay,Pama-Nyungan | Central NSW | Yuwaalayaay,Yuwaliyaay,PN Southeast,PN Southeast,PN Central NSW,Pama-Nyungan,_other,_other,_other,Central NSW,,,,,148.671974,-28.872217,,,self,,ash_gamilaraay_2003,online,CHIRILA/v1/ash03,,,CHIRILA/v1/ash03,giacon_grammar_2014,,,,1007,3 full data,8 to check,,"Yuwaalaraay_2738_augmented_Williams_1980.xml, Yuwaalaraay-Gamilaraay_475849_augmented_Giacon_2014.xml",,,Williams 1980,williams_grammar_1980,2738,FALSE,,,1,2,0,1,PD,0,3,2,0,0,,
jand1248,,Jandai,Pama-Nyungan | Durubalic | Jandai,Jandai,PN Southeast,PN Southeast,PN Qld-NSW coast,Pama-Nyungan,_other,_other,_other,Qld-NSW coast,,,Janday,,153.461166,-27.503307,,,self,,iselin_jandai_2011,published,,tentative,,,jefferies_guwar_2011,,,,976,2 tentative data,8 to check,,,,,Jefferies 2011,jefferies_guwar_2011,319375,TRUE,,Implied by lexicon in Jefferies 2011,1,PAL,0,1,P,0,3,2,0,0,,Inventory inferred from information in Jefferies 2011.
0000djindewal,yaga1256,Yagara,Pama-Nyungan | Durubulic | Djindewal,Djindewal,PN Southeast,PN Southeast,PN Qld-NSW coast,Pama-Nyungan,_other,_other,_other,Qld-NSW coast,,,,,153.371465,-27.744179,,,yaga1256,Most closely related (Jefferies 2011),,,,,,,,,,,,2 tentative data,1 to acquire,,,,,Jefferies 2011,jefferies_guwar_2011,319375,TRUE,,Implied by lexicon in Jefferies 2011,1,PAL,0,1,P,0,3,2,0,0,,Inventory inferred from information in Jefferies 2011.
0000turubul,yaga1256,Yagara,Pama-Nyungan | Durubulic | Turubul,Turubul,PN Southeast,PN Southeast,PN Qld-NSW coast,Pama-Nyungan,_other,_other,_other,Qld-NSW coast,,Durubul,Durubul,,152.929448,-27.374611,Identified with Yagara by Jefferies (2011),,yaga1256,Most closely related (Jefferies 2011),,,,,,,,,,,,-2 doesn't exist,-2 doesn't exist,,,,,Jefferies 2011,jefferies_guwar_2011,319375,TRUE,,Implied by lexicon in Jefferies 2011,1,PAL,0,1,P,0,3,2,0,0,,Inventory inferred from information in Jefferies 2011.
yaga1262,,Yagara,Pama-Nyungan | Durubulic | Yagara,Yagara,PN Southeast,PN Southeast,PN Qld-NSW coast,Pama-Nyungan,_other,_other,_other,Qld-NSW coast,,Yagara,Yagara,,152.596576,-27.740701,,,self,,jefferies_guwar_2011,online,https://espace.library.uq.edu.au/view/UQ:276920,reconstituted,,,jefferies_guwar_2011,,,,870,1 reconstituted only,99 complete,,,,,Jefferies 2011,jefferies_guwar_2011,319375,TRUE,,Implied by lexicon in Jefferies 2011,1,PAL,0,1,P,0,3,2,0,0,,Inventory inferred from information in Jefferies 2011.
dyir1250,,Dyirbal,Pama-Nyungan | Dyirbalic | Dyirbal,Dyirbal,PN Northeast,PN Northeast,PN Dyirbalic,Pama-Nyungan,_other,_other,Dyirbalic,_other,Dyirbal,Dyirbal,Dyirbal,Dyirbal,145.683178,-17.788663,,,self,,dixon_dyirbal_1972,online,CHIRILA/v1/dix72,,,CHIRILA/v1/dix72,dixon_dyirbal_1972,,,,13,3 full data,8 to check,61,Djirbal_118330_augmented_Dixon_1972.xml,Dixon 1972,,Dixon 1972,dixon_dyirbal_1972,118330,FALSE,,,1,PAL,0,1,P,0,3,1,0,0,,
warr1255,,Warrgamay,Pama-Nyungan | Dyirbalic | Wargamay,Warrgamay,PN Northeast,PN Northeast,PN Dyirbalic,Pama-Nyungan,_other,_other,Dyirbalic,_other,Wargamay,Wargamay,Wargamay,Wargamay (unreferenced in supp materials),145.993435,-18.519106,,,self,,dixon_wargamay_1981,online,CHIRILA/v1/dixbla81,,,CHIRILA/v1/dixbla81,dixon_wargamay_1981,,,,1012,3 full data,8 to check,279,Warrgamay_22265_augmented_Dixon_1981.xml,Dixon 1981,,Dixon 1981,dixon_wargamay_1981,22265,FALSE,,,1,PAL,0,1,P,0,3,2,0,0,,
kumb1268,,Kumbainggar,Pama-Nyungan | Gumbaynggiric | Gumbaynggir,Gumbaynggir,PN Southeast,PN Southeast,PN Qld-NSW coast,Pama-Nyungan,_other,_other,_other,Qld-NSW coast,Gumbaynggir,Gumbaynggir,Gumbaynggir,Gumbaynggir,152.743346,-30.088058,,,self,,murrbay_aboriginal_and_culture_cooperative_gumbaynggir_2001,published,,,,CHIRILA/not_released/gumbay01,eades_gumbaynggir_1979,,,,821,3 full data,8 to check,62,Gumbaynggir_64490_augmented_Eades_1979.xml,Eades 1979,,Eades 1979,eades_gumbaynggir_1979,64490,FALSE,,,1,PAL,0,1,P,0,3,2,0,0,,
0000baanbay,kumb1268,Kumbainggar,Pama-Nyungan | Gumbaynggiric | Gumbaynggir,Baanbay,PN Southeast,PN Southeast,PN Qld-NSW coast,Pama-Nyungan,_other,_other,_other,Qld-NSW coast,,,,,152.227018,-29.900543,"""meagre"" (Crowley 1997:286)",,kumb1268,Most closely related (Hoddinott 1967),,,,,,,,,,,,-1 under 150w,-1 under 150w,174,Baanbay_156516_augmented_Hoddinott_1967.xml,Hoddinott 1967,,Hoddinott 1967,hoddinott_ba:nbai_1967,156516,FALSE,,,1,PAL,0,1,P,0,3,2,0,0,,
yayg1236,,Yaygir,Pama-Nyungan | Gumbaynggiric | Yaygir,Yaygir,PN Southeast,PN Southeast,PN Qld-NSW coast,Pama-Nyungan,_other,_other,_other,Qld-NSW coast,,Yaygirr,Yaygirr,,153.181363,-29.656271,,,self,,morelli_yaygirr_2012,online,CHIRILA/v1/morelli2011,,,CHIRILA/v1/morelli2011,crowley_yaygir_1979,,,,985,3 full data,8 to check,138,Yaygir_41224_augmented_Crowley_1979.xml,Crowley 1979,,Crowley 1979,crowley_yaygir_1979,41224,FALSE,,,1,PAL,0,1,P,0,3,2,VIBR_API_UNV,0,,
guwa1242,,Guwa,Pama-Nyungan | Guwa-Yanda | Guwa,Guwa,PN Northeast,PN Northeast,PN Guwa-Yanda,Pama-Nyungan,_other,_other,Guwa-Yanda,_other,,Guwa,Guwa,,143.10587,-22.256581,,,self,,blake_guwa_1990,published,,reconstituted,{},,blake_guwa_1990,,,,902,1 reconstituted only,8 to check,37,,Breen 1990,,Blake&Breen 1990,blake_guwa_1990,309499,TRUE,,,2,2,0,1,0,0,3,1,0,0,,
yand1251,,Yanda,Pama-Nyungan | Guwa-Yanda | Yanda,Yanda,PN Northeast,PN Northeast,PN Guwa-Yanda,Pama-Nyungan,_other,_other,Guwa-Yanda,_other,,Yanda,Yanda,,141.630586,-22.13066,Breen 1990:145,,guwa1242,Most closely related (Breen 1990:163),,,,,,,,,,,CB84 only has 122w,1 reconstituted only,3 to OCR,38,,Breen 1990,,Breen 1990,breen_salvage_1990,9863,TRUE,,,2,2,0,1,0,0,3,1,VIBR_ALV_LEN,0,,
kalk1246,,Kalkutung,Pama-Nyungan | Kalkatungic | Kalkatungu,Kalkatungu,PN Central,PN Northeast,PN Kalkatungic,Pama-Nyungan,Kalkatungic,_other,_other,_other,Kalkatungu,Kalkatungu,Kalkatungu,Kalkatungu,139.754801,-20.813648,,,self,,blake_kalkatungu_1990,online,CHIRILA/v2/ASEDA0205,,,CHIRILA/v2/ASEDA0205,blake_kalkatungu_1979,Double short vowels normalized as long.,,,771,3 full data,8 to check,117,Kalkatungu_6011_augmented_Blake_1979.xml,Blake 1979,,Blake 1979,blake_kalkatungu_1979,6011,FALSE,,adjacent short vowels phonemicized as long,2,2,0,1,0,0,3,2,0,0,,Two adjacent identical short vowels in Blake 1979 interpreted here as one long vowel.
yala1262,,Yalarnnga,Pama-Nyungan | Kalkatungic | Yalarnnga,Yalarnnga,PN Central,PN Northeast,PN Kalkatungic,Pama-Nyungan,Kalkatungic,_other,_other,_other,Yalarnnga,Yalarnnga,Yalarnnga,Yalarnnga,140.028958,-22.041575,,,self,,breen_yalarnnga_nodate,online,CHIRILA/v1/ASEDA0204,,,CHIRILA/v1/ASEDA0204,breen_grammar_2007,,,,631,3 full data,8 to check,133,Yalarnnga_4113_augmented_Breen_2007.xml,Breen & Blake 2007,,Breen&Blake 2007,breen_grammar_2007,4113,FALSE,,,2,2,0,1,0,0,3,1,V_LO_NONFR_LONG,0,,
karr1236,,Karruwali,Pama-Nyungan | Karnic | Central | Mithaka-Karuwali | Karuwali,Karuwali,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,,Karuwali,Karuwali,,141.580004,-24.888529,Also ~40w in Austin 1990 appx,Austin 1990:2,mith1236,Most closely related & proximal (Austin 1990:4),,,,,,,,,,,,-1 unreconstituted,-1 unreconstituted,,,,,nothing in what's on glottolog (2016-12-26),,,,?,,,,,,,,,,,,,
mith1236,,Mithaka,Pama-Nyungan | Karnic | Central | Mithaka-Karuwali | Mithaka,Mithaka,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,Mithaka,Mithaka,Mithaka,Mithaka,139.569965,-25.244011,,,self,,breen_mithaka_1968,online,CHIRILA/v1/brendm,tentative,,CHIRILA/v1/brendm,breen_mithaka_1968,Trill-released stop normalized as stop + trill.,,,615,2 tentative data,8 to check,,,,,Breen 1997,breen_taps_1997,300861,TRUE,,/dr/ > /d+r/; /rdr/ > /rd+r/,2,2,0,2,0,0,3,1,0,0,,Trill-released stops in Breen 1999 interpreted here as segment sequences.
dier1241,,Dieri,Pama-Nyungan | Karnic | Central | WCentral | Diyaric | Diyari,Diyari,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,Diyari,Diyari,Diyari,Diyari,138.740173,-28.52769,,,self,,austin_grammar_1981,online,http://www.academia.edu/2491078/A_Grammar_of_Diyari_South_Australia,,,,austin_grammar_1981,"Phonetic trill-released stop normalized as stop + trill. Otherwise, voiced stops normalized as taps.",,,865,3 full data,99 complete,115,Diyari_28483_augmented_Diyari_1981.xml,Austin 1981,,Austin 1981[2011],austin_grammar_1981,28483,FALSE,,/dr/ > /d+r/; /rdr/ > /rd+r/,2,2,0,1,0,0,3,1,VIBR_ALV_LEN;VIBR_RET_LEN,0,,Trill-released stops in Austin 1981 interpreted here as segment sequences.
dira1238,,Dirari,Pama-Nyungan | Karnic | Central | WCentral | Diyaric | Diyari,Thirarri,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,,,,,137.612059,-28.646207,,,self,,austin_grammar_1981,online,http://www.academia.edu/2491078/A_Grammar_of_Diyari_South_Australia,,,,austin_grammar_1981,"Phonetic trill-released stop normalized as stop + trill. Otherwise, voiced stops normalized as taps.",,,866,3 full data,99 complete,,,,,Austin 1981[2011],austin_grammar_1981,28483,FALSE,,/dr/ > /d+r/; /rdr/ > /rd+r/,2,2,0,1,0,0,3,1,VIBR_ALV_LEN;VIBR_RET_LEN,0,,Trill-released stops in Austin 1981 interpreted here as segment sequences.
kara1508,,Karangura,Pama-Nyungan | Karnic | Central | WCentral | Diyaric | Karangura,Karangura,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,,,,,138.450169,-26.020576,,,ngam1265,Most closely related (Austin 1990 Karangura:130),,,,,,,,,,,,1 reconstituted only,4 to wrangle,,,,,Austin 1990,austin_karangura_1991,109408,TRUE,,Implied by small difference from Ngamini,2,2,0,1,0,0,3,1,VIBR_ALV_LEN;VIBR_RET_LEN,0,,"Inventory inferred from information in Austin 1990, compared to Ngamini. Trill-released stops in Austin 1990 interpreted here as segment sequences."
ngam1284,,Ngamini,Pama-Nyungan | Karnic | Central | WCentral | Diyaric | Ngamini,Ngamini,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,Ngamini,Ngamini,Ngamini,*Ngamini,139.099091,-27.081657,,,self,,breen_ngamini_1967,online,CHIRILA/v1/brendn,,,CHIRILA/v1/brendn,breen_ngamini_1975,"Phonetic trill-released stop normalized as stop + trill. Otherwise, voiced stops normalized as taps.",,,572,3 full data,8 to check,,,,,Austin 1988; Breen 1997,breen_taps_1997,306884; 300861,FALSE,,/dr/ > /d+r/; /rdr/ > /rd+r/,2,2,0,1,0,0,3,1,VIBR_ALV_LEN;VIBR_RET_LEN,0,,"Trill-released stops in Austin 1988, Breen 1997 interpreted here as segment sequences."
pirl1238,,Pirlatapa,Pama-Nyungan | Karnic | Central | WCentral | Pirlatapa,Pirlatapa,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,,,,,139.705294,-29.59933,,Austin 1990 Pirlatapa,dier1241,Most closely related (Austin 1990:40),,,,,,,,,,,,-1 under 150w,-1 under 150w,,,,,Breen 1997,breen_taps_1997,300861,TRUE,note: Austin 1990 provides no phon info,/dr/ > /d+r/; /rdr/ > /rd+r/,2,2,0,1,0,0,3,1,VIBR_ALV_LEN;VIBR_RET_LEN,0,,Trill-released stops in Breen 1997 interpreted here as segment sequences.
yand1253,,Yandruwandha,Pama-Nyungan | Karnic | Central | WCentral | Yandruwandha | Innamincka Yandruwandha,Yandruwandha,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,Yandruwandha,Yandruwandha,Yandruwandha,Yandruwandha,140.278844,-28.146603,,,self,,breen_innamincka_2004,online,CHIRILA/v1/breyandr,,,CHIRILA/v1/breyandr,breen_innamincka_2004,Trill-released stop normalized as stop + trill. Prestopped laterals normalized to stop + lateral sequence.,,,598,3 full data,8 to check,240,Yandruwandha_164698_augmented_Breen_2004.xml,Breen 2004,,Breen 2004,breen_innamincka_2004,164698,FALSE,,/dr/ > /d+r/; /rdr/ > /rd+r/; /Cl/ > /C+l/,2,2,0,2,0,0,3,1,V_LO_NONFR_LONG,0,,Trill-released stops and prestopped laterals in Breen 2004 interpreted here as segment sequences.
nhir1234,,Nhirrpi,Pama-Nyungan | Karnic | Central | WCentral | Yandruwandha | Nhirrpi,Nhirrpi,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,,Nhirrpi,Nhirrpi,,141.405521,-28.484868,,,self,,bowern_nhirrpi_1999,online,CHIRILA/v1/bow-nhi,,,CHIRILA/v1/bow-nhi,bowern_nhirrpi_2002,,,,982,3 full data,8 to check,,,,,Bowern 2000,bowern_nhirrpi_2002,315098,FALSE,,,2,2,0,2,0,0,3,1,0,0,,
yawa1258,,Yawarawarga,Pama-Nyungan | Karnic | Central | WCentral | Yandruwandha | Yawarrawarrka,Yawarrawarrka,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,,Yawarrawarrka,Yawarrawarrka,,140.717955,-26.681336,Incorporated into Breen's works on Yandruwandha; lexicon could be extracted with some effort,,yand1253,Most closely related (Bowern 2009:340),,,,,,,,,,,CB has source by Reuther,3 full data,4 to wrangle,242,,,,Breen 2004,breen_innamincka_2004,164698,FALSE,,/dr/ > /d+r/; /rdr/ > /rd+r/; /Cl/ > /C+l/,2,2,0,2,0,0,3,1,V_LO_NONFR_LONG,0,,Trill-released stops and prestopped laterals in Breen 2004 interpreted here as segment sequences.
yarl1238,,Yarluyandi,Pama-Nyungan | Karnic | Central | WCentral | Yarluyandi,Yarluyandi,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,Yarluyandi,Yarluyandi,Yarluyandi,Yarluyandi,139.640847,-26.036572,,,self,,hercus_yarluyandi_nodate,online,CHIRILA/v1/ASEDA0251,,,CHIRILA/v1/ASEDA0251,hercus_yarluyandi_nodate,,,,518,3 full data,8 to check,,,,,Hercus nd,hercus_yarluyandi_nodate,314732,FALSE,,,2,2,0,1,0,0,3,1,VIBR_ALV_LEN,0,,
0000ngantangarra,wong1246,Wongkumara,Pama-Nyungan | Karnic | Eastern | Ngandangara,Ngantangarra,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,,,,,142.053317,-26.290625,,Bowern 2001:247-8,wong1246,Most closely related & proximal (Bowern 2004),,,,,,,,,,,,-1 under 150w,-1 under 150w,,,,,nothing,,,,,,,,,,,,,,,,,
punt1240,,Punthamara,Pama-Nyungan | Karnic | Ngura | Punthamara,Punthamara,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,,Punthamara,Punthamara,,143.481611,-26.565387,,,self,,holmer_notes_1988,online,CHIRILA/v1/hol88,possibly inaccurate,,CHIRILA/v1/hol88,holmer_notes_1988,,,,959,2 tentative data,8 to check,,,,Holmer?,Holmer 1988,holmer_linguistic_1983,476203,TRUE,,,2,2,0,1,D,0,3,1,0,NAS_DENT,,
0000kungardutji,wong1246,Wongkumara,Pama-Nyungan | Karnic | Ngura | Wilson River Language | Kungardutji,Kungardutji,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,Kungadutyi,Kungadutyi,Kungadutyi,Kungadutyi,144.053948,-25.643295,,,self,,schebeck_notes_nodate,unknown,,,,CHIRILA/not_released/schkung,mcdonald_basic_1979,Double a normalized to long vowel.,,,704,3 full data,8 to check,,,,,McDonald&Wurm 1979,mcdonald_basic_1979,91543,FALSE,,/a+a/ > /a:/,2,2,0,2,0,0,3,1,V_LO_NONFR_LONG,0,,Two adjacent identical short /a/ vowels in McDonald & Wurm 1979 interpreted here as one long vowel.
wong1246,,Wangkumara,Pama-Nyungan | Karnic | Ngura | Wilson River Language | Wangkumara,Wangkumara,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,Wangkumara,Wangkumara,Wangkumara,Wangkumara1,142.447239,-27.603503,,,self,,robertson_wangkumara_1985,online,CHIRILA/v1/robnd,,,CHIRILA/v1/robnd,mcdonald_basic_1979,Double a normalized to long vowel.,,,269,3 full data,8 to check,187,Wangkumarra_91543_augmented_McDonald_1979.xml,McDonald & Wurm 1979,,McDonald&Wurm 1979,mcdonald_basic_1979,91543,FALSE,,/a+a/ > /a:/,2,2,0,2,0,0,3,1,V_LO_NONFR_LONG,0,,Two adjacent identical short /a/ vowels in McDonald & Wurm 1979 interpreted here as one long vowel.
arab1267,,Arabana,Pama-Nyungan | Karnic | Palku | A-W | Arabana,Arabana,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,Arabana,Arabana,Arabana,Arabana,136.041977,-28.457123,,,self,,<unidentified original source>,unknown,,,,CHIRILA/not_released/her-arabana,hercus_grammar_1994,,,,128,3 full data,8 to check,171,Arabana-Wangkangurru_158324_augmented_Hercus_1994.xml,Hercus 1994,,Hercus 1994,hercus_grammar_1994,158324,FALSE,,,2,2,0,1,0,0,3,1,VIBR_ALV_LEN,0,,
wang1290,,Wangganguru,Pama-Nyungan | Karnic | Palku | A-W | Wangkangurru,Wangkangurru,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,,Wangkangurru,Wangkangurru,,137.027002,-25.880008,,,arab1267,Most closely related (Hercus 1994),,,,,,,,,,,CB759 Reuther,1 merged varieties,-2 doesn't exist,172,,Hercus 1994,,Hercus 1994,hercus_grammar_1994,158324,FALSE,,,2,2,0,1,0,0,3,1,VIBR_ALV_LEN,0,,
0000mayawali,pitt1247,Pitta Pitta,Pama-Nyungan | Karnic | Palku | Mayawali,Mayawali,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,,,,,142.60024,-23.546178,,Breen 1971:8,pitt1247,Most closely related & proximal (Breen 1971:24),,,,,,,,,,,,-1 unreconstituted,-1 unreconstituted,,,,,none (Blake&Breen 1990:110),,,,,,,,,,,,,,,,,
pitt1247,,Pitta Pitta,Pama-Nyungan | Karnic | Palku | Pitta-Pitta,Pitta Pitta,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,PittaPitta,PittaPitta,PittaPitta,*Pitta-Pitta,140.640033,-23.5755,,,self,,blake_pitta_1990,online,CHIRILA/v1/bla0275,,,CHIRILA/v1/bla0275,blake_pitta-pitta_1979,,,,433,3 full data,8 to check,118,Pitta-Pitta_36426_augmented_Blake_1979.xml,Blake 1979,,Blake 1979,blake_pitta-pitta_1979,36426,FALSE,,,2,2,0,1,0,0,3,1,VIBR_ALV_LEN;V_MID_BK;V_LO_NONFR_LONG,0,,
wang1289,,Wanggamala,Pama-Nyungan | Karnic | Palku | Wangkayutyuru,Wangkayutyuru,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,,Wangkayutyuru,Wangkayutyuru,,138.816069,-23.82052,,"Breen 1971:8 ""the writer has a large corpus""",pitt1247,Most closely related (Bowern 2009:340),,,,,,,,,,,CB1056,3 full data,1 to acquire,,,,,Blake 1979,blake_pitta-pitta_1979,36426,FALSE,,,2,2,0,1,0,0,3,1,VIBR_ALV_LEN;V_MID_BK;V_LO_NONFR_LONG,0,,
kuun1236,,Kuungkari of Barcoo River,Pama-Nyungan | Karnic | Pirriya-Kungkari | Kungkari,Kungkari,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,,Kungkari,Kungkari,,144.176129,-24.611308,,,self,,breen_salvage_1990,online,CHIRILA/v1/bre90,,,CHIRILA/v1/bre90,breen_salvage_1990,,,,963,3 full data,8 to check,34,Kungkari_2268_augmented_Breen_1990.xml,Breen 1990,,Breen 1990,breen_salvage_1990,127845,TRUE,,,2,2,0,1,D,0,3,2,0,0,,
pirr1240,,Pirriya,Pama-Nyungan | Karnic | Pirriya-Kungkari | Pirriya,Pirriya,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,,Pirriya,Pirriya,,142.972643,-25.393366,,,self,,breen_pirriya_1990,online,CHIRILA/v1/bre90,tentative,{},CHIRILA/v1/bre90,breen_pirriya_1990,,,,960,2 tentative data,8 to check,33,,Breen 1990,,Breen 1990,breen_salvage_1990,9863,FALSE,,,2,2,0,1,D,0,3,2,0,V_HI_BK_LONG,,Lack of /u:/ may be an accidental gap due to small dataset.
badj1244,,Badjiri,Pama-Nyungan | Karnic-Mari fringe | Badjiri,Badjiri,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,,Badjiri,Badjiri,,145.829245,-28.035919,,Breen 1981:278,wong1246,temp; should be kala1380 Most closely related (Breen 1990:3),,,,,,,,,,,,3 full data,6 to ingest,,,,,none (Breen 2009:237),,,,,,,,,,,,,,,,,
kala1380,,Kalali,Pama-Nyungan | Karnic-Mari fringe | Central | Garlali,Garlali,PN Central,PN Central,PN Karnic,Pama-Nyungan,Karnic,_other,_other,_other,,Garlali,Garlali,,143.638136,-28.621018,,,wong1246,Most closely related (Bowern 2009:340),,,,,,,,,,,,3 full data,6 to ingest,,,,Holmer?,Holmer 1988,holmer_linguistic_1983,476203,TRUE,,,2,2,0,1,D,0,3,1,0,NAS_DENT,,
badi1246,,Badimaya,Pama-Nyungan | Kartu | Badimaya,Badimaya,PN Western,PN Western,PN Southwest,Pama-Nyungan,_other,Southwest,_other,_other,Badimaya,Badimaya,Badimaya,Badimaya,117.551698,-28.464884,,,self,,marmion_badimaya_1995,open in archive,http://catalogue.aiatsis.gov.au/client/en_AU/external/search/detailnonmodal/ent:$002f$002fSD_ILS$002f0$002fSD_ILS:402514/ada?qu=AILEC+0615&te=ILS,,,CHIRILA/not_released/ASEDA0615,dunn_badimaya_1988,Double a normalized to long vowel.,,,118,3 full data,8 to check,145,Badimaya_92128_augmented_Dunn_1988.xml,Dunn 1988,,Dunn 1988,dunn_badimaya_1988,92128,FALSE,,,2,2,0,1,0,0,3,1,0,0,,
malg1242,,Malgana,Pama-Nyungan | Kartu | Malkana,Malkana,PN Western,PN Western,PN Southwest,Pama-Nyungan,_other,Southwest,_other,_other,Malgana,Malgana,Malgana,Malgana,114.349156,-26.780445,,,self,,gargett_salvage_2011,published,,,,,gargett_salvage_2011,,,,905,3 full data,8 to check,295,Malgana_308706_augmented_Gargett_2011.xml,Gargett 2011,,Gargett 2011,gargett_salvage_2011,308706,FALSE,,Long vowels are very rare,2,2,0,1,0,0,3,2,0,0,,
0000maya,ying1247,Yinggarda,Pama-Nyungan | Kartu | Maya,Maya,PN Western,PN Western,PN Southwest,Pama-Nyungan,_other,Southwest,_other,_other,,,,,114.302334,-24.709196,Nothing,Thieberger 1993:130,ying1247,Most closely related (Thieberger 1993:120),,,,,,,,,,,,-2 doesn't exist,-2 doesn't exist,,,,,(hard to search for),,,,,,,,,,,,,,,,,
