Glottolog_code,Nearest_glottolog_code,Glottolog_name,Taxonomy,Name,Major_group,Major_group_CB2018,Subgroup,Family,PN_C_group,PN_W_group,PN_NE_group,PN_SE_group,BandA2012_Taxon_label,Bowern_285_taxon_label,Bowern_307_taxon_label,Taxon_equivalence,Longitude,Latitude,Attestation,Attestation_source,Inherit_vocab_from,Reason_for_inheritance_choice,lexicon_source,lexicon_access,lexicon_access_reference,lexicon_uncertainty,segment_uncertainty,CHIRILA_source,o2p_source,o2p_comments,p2x_source,p2x_comments,Vocab_ID,Vocab_attestation,Vocab_workstage,AusPhonAlts_ID,Grammar_Harvester_files,Alts_source,Alts_to_do_next,Inventory_source,Inventory_source_identifier,Inv_source_id,Invenotry_is_tentative,Inventory_to_do_next,Inventory_my_modifications,Apicals,Laminals,Glottal,Obstruents,Missing_laterals,BhDhGh,Vowels,Vowel_lengths,Add_extra,Remove_extra,Rounded_extra,Inventory_PHOIBLE_notes
gari1253,,Garig-Ilgar,Iwaidjan | Warrkbi | Garig-Ilgar,Garig,Non-PN,Non-PN,Iwaidjan,Iwaidjan,_other,_other,_other,_other,,,,,132.558363,-11.160508,,,iwai1244,Most closely related (Evans 1998),,,,,,,,,,,,3 full data,1 to acquire,69,,Evans 1998,,Evans 1998,evans_iwaidja_1988,46057,FALSE,,,2,PAL,0,1,0,0,3,1,LAT_ALV_LEN;LAT_RET_LEN;GLIDE_VEL;VIBR_RET,0,,
iwai1244,,Iwaidja,Iwaidjan | Warrkbi | Iwaidja,Iwaidja,Non-PN,Non-PN,Iwaidjan,Iwaidjan,_other,_other,_other,_other,,,,NPN,132.765931,-11.587917,,,self,,pym_iwaidja-english_2011,online,http://ausil.org/Dictionary/Iwaidja/lexicon/mainintro.htm,,,,birch_syllable_2011,,,,845,3 full data,8 to check,73,Iwaidjan-maung_56000_augmented_Teo_2007.xml,Teo 2007,,Evans 1998,evans_iwaidja_1988,46057,FALSE,,,2,PAL,0,1,P,0,3,1,LAT_ALV_LEN;LAT_RET_LEN;GLIDE_VEL;VIBR_RET,0,,
gadj1243,,Gajirrabeng,Jarrakan | Miriwoongic | Gadjerawang,Gadjerawang,Non-PN,Non-PN,Jarrakan,Jarrakan,_other,_other,_other,_other,,,,,129.271401,-15.308907,Harald's version of McGregor 2004 cites Kofod:forthcoming,,miri1266,Most closely related (Kofod 1978:2),,,,,,,,,,,,3 full data,1 to acquire,,,,,<nothing>,,,,,,,,,,,,,,,,,
miri1266,,Miriwung,Jarrakan | Miriwoongic | Miriwung,Miriwoong,Non-PN,Non-PN,Jarrakan,Jarrakan,_other,_other,_other,_other,,,,NPN,128.871046,-15.987659,,,self,,kofod_miriwung_1976,open in archive,http://catalogue.aiatsis.gov.au/client/en_AU/external/search/detailnonmodal/ent:$002f$002fSD_ILS$002f0$002fSD_ILS:252582/ada?qu=MS1896&te=ILS,,,CHIRILA/not_released/MS1896,kofod_miriwung_1978,,,,620,3 full data,8 to check,271,Miriwung_12755_augmented_Kofod_1978.xml,Kofod 1978,,Kofod 1978,kofod_miriwung_1978,12755,FALSE,,,2,2,0,1,RD,0,3,1,V_MID_CENTR,NAS_RET;NAS_DENT,,
kitj1240,,Kitja,Jarrakan | no subgroup defined | Kija,Kija,Non-PN,Non-PN,Jarrakan,Jarrakan,_other,_other,_other,_other,,,,NPN,127.803229,-17.235478,,,self,,blyth_wangka_2001,online,CHIRILA/v1/bly01,,,CHIRILA/v1/bly01,taylor_tentative_1971,,,,752,3 full data,8 to check,210,Kitja_306513_augmented_Taylor_1971.xml,Taylor & Taylor 1971,,Taylor&Taylor 1971,taylor_tentative_1971,306513,FALSE,,,2,2,0,1,D,0,3,1,V_HI_CENTR;V_LO_NONFR_LONG,0,,
wurl1241,,Wurlayi,Jarrakan | Nyiwanawung,Nyiwanawung,Non-PN,Non-PN,Jarrakan,Jarrakan,_other,_other,_other,_other,,,,,129.757405,-16.178611,,McConvell 2009:366,miri1266,Most closely related & proximal (Harvey 2008:103fn48),,,,,,,,,,,,-2 doesn't exist,-2 doesn't exist,,,,,?none,,,,See if there really is nothing,,,,,,,,,,,,,
kung1259,,Kungarakany,Kungarakany | Kungarakany,Kungarakany,Non-PN,Non-PN,Isolate_Kungarakany,Isolate_Kungarakany,_other,_other,_other,_other,,,,,130.590725,-13.150355,,,self,,koormundum_ngun_2000,published,,amatuer,,,parish_aspects_1983,,,,916,2 tentative data,8 to check,,,,in queue: Parish 1983,Parish 1983,parish_aspects_1983,100209,FALSE,,Inferred from examples,1,PAL,0,2,P,0,5,1,0,0,,Phonemic inventory inferred from word data in Parish 1983.
bura1267,,Burarra,Maningrida | Burarra,Burarra,Non-PN,Non-PN,Maningrida,Maningrida,_other,_other,_other,_other,,,,NPN,134.579826,-12.20424,,,self,,glasgow_burarra-gun-nartpa_1994,online,CHIRILA/v1/Glasgow,,,CHIRILA/v1/Glasgow,glasgow_burarra-gun-nartpa_1994,,,,85,3 full data,8 to check,105,Burarra_25099_augmented_Green_1987.xml,Green 1987,Add Glasgow 1994,Green 1987,green_sketch_1987,25099,FALSE,,,2,PAL,0,2,P,0,5,1,0,0,,
djee1236,,Djeebbana,Maningrida | Ndjébbana,Ndjebbana,Non-PN,Non-PN,Maningrida,Maningrida,_other,_other,_other,_other,,,,NPN,134.27865,-12.097917,,,self,,<unidentified original source>,unknown,,,,CHIRILA/not_released/Ndjebb-flora/fauna,mckay_ndjebbana_2000,,,,581,3 full data,8 to check,55,Ndjebbana_96009_augmented_McKay_2000.xml,McKay 2000,,McKay 2000,mckay_ndjebbana_2000,96009,FALSE,,,2,PAL,0,1,P,0,5,1,0,0,,
gura1252,,Guragone,Maningrida | no subgroup defined | Gurrgoni,Gurr-Goni,Non-PN,Non-PN,Maningrida,Maningrida,_other,_other,_other,_other,,,,,134.294174,-12.22458,,,self,,green_gurr-goni_2015,published,,,,,green_grammar_1995,Geminate stops normalized to fortis.,,,921,3 full data,8 to check,153,,Green 1995,,Green 1995,green_grammar_1995,149486,FALSE,,Geminate stops phonemicized as fortis; glottal stop is marginal,2,PAL,1,2,P,0,5,1,0,0,,
naka1260,,Nakara,Maningrida | Wati | Nakara,Nakara,Non-PN,Non-PN,Maningrida,Maningrida,_other,_other,_other,_other,,,,,134.42581,-12.12184,,,self,,eather_first_2005,published,,,,,eather_grammar_1990,Geminate stops normalized to fortis.,,,922,3 full data,8 to check,104,,Eather 1990,Now Eather 2011,Eather 1990,eather_grammar_1990,152615,FALSE,,Geminate stops phonemicized as fortis,2,PAL,0,2,P,0,5,1,0,OBS_ALV_LEN,,
mara1385,,Marra,Maran | Mara,Marra,Non-PN,Non-PN,Maran,Maran,_other,_other,_other,_other,,,,NPN,135.512859,-15.380854,,,self,,heath_basic_1981,online,http://dx.doi.org/10.15144/PL-C60,,,,heath_basic_1981,,,,863,3 full data,8 to check,100,Mara_163304_augmented_Heath_1981.xml,Heath 1981,,Heath 1981,heath_basic_1981,163304,FALSE,,[o] only in an interjection; /e/ is marginal,2,2,0,1,P,0,3,1,V_MID_FR,0,,"[o], found only in an interjection, is not included in the inventory here."
wand1263,,Wandarang,Maran | Warndarrang,Warndarrang,Non-PN,Non-PN,Maran,Maran,_other,_other,_other,_other,,,,,135.456487,-14.454448,,,self,,heath_basic_1980-1,online,CHIRILA/v1/hea80,,,CHIRILA/v1/hea80,heath_basic_1980-1,,,,977,3 full data,8 to check,99,Warndarang_49242_augmented_Heath_1980.xml,Heath 1980,,Heath 1980,heath_basic_1980-1,49242,FALSE,,,2,2,0,1,PD,0,3,1,0,NAS_DENT,,
yugu1250,,Yugul,Maran | Yugul,Yugul,Non-PN,Non-PN,Maran,Maran,_other,_other,_other,_other,,,,,134.93116,-14.722407,Unattested,Baker 2010,mara1385,Geographic proximity,,,,,,,,,,,,-2 doesn't exist,-2 doesn't exist,,,Not attested: Baker 2010,,Not attested: Baker 2010,,,,,,,,,,,,,,,,,
alaw1244,,Alawa,Maran? | Alawic | Alawa,Alawa,Non-PN,Non-PN,Maran,Maran,_other,_other,_other,_other,,,,,134.459692,-15.460038,,,self,,sharpe_alawa_2001,published,,,,,sharpe_alawa_1972,,,,915,3 full data,8 to check,12,Alawa_59214_augmented_Sharpe_1972.xml,Sharpe 1972,,Sharpe 1972,sharpe_alawa_1972,59214,FALSE,,,2,PAL,0,2,0,0,3,1,V_MID_FR,0,,
mang1381,,Mangarrayi,Maran? | Mangarrayi,Mangarrayi,Non-PN,Non-PN,Maran,Maran,_other,_other,_other,_other,,,,,133.568542,-14.8756,,,self,,merlan_mangarayi_1989,published,,,,,merlan_mangarayi_1989,,,,907,3 full data,8 to check,106,Mangarrayi_95336_augmented_Merlan_1989.xml,Merlan 1989,,Merlan 1989,merlan_mangarayi_1989,95336,FALSE,,,2,PAL,1,1,P,0,5,1,0,0,,
jami1236,,Jaminjung,Mindi | Jaminjungan | Jaminjung,Jaminjung,Non-PN,Non-PN,Mindi,Mindi,_other,_other,_other,_other,,,,NPN,130.659624,-15.125363,,,self,,harvey_jaminjung_nodate,unknown,,,,CHIRILA/not_released/harvey-lex,schultze-berndt_simple_2000,,,,796,3 full data,8 to check,43,Jaminjung_97134_augmented_Schultze_2000.xml,Schultze-Berndt 2000,,Schultze-Berndt 2000,schultze-berndt_simple_2000,97134,FALSE,,,2,2,0,1,D,0,3,1,V_MID_FR,NAS_DENT,,
ngal1294,,Ngaliwurru,Mindi | Jaminjungan | Ngaliwurru,Ngaliwurru,Non-PN,Non-PN,Mindi,Mindi,_other,_other,_other,_other,,,,,130.588443,-15.979531,,,djam1255,Most closely related (Schultze-Berndt 2000),,,,,,,,,,,,3 full data,1 to acquire,312,Ngaliwuru_37032_augmented_Bolt_1971.xml,Bolt+ 1971,,Schultze-Berndt 2000,schultze-berndt_simple_2000,97134,FALSE,,,2,PAL,0,1,0,0,3,1,V_MID_FR,,,
nung1291,,Nungali,Mindi | Jaminjungan | Nungali,Nungali,Non-PN,Non-PN,Mindi,Mindi,_other,_other,_other,_other,,,,,130.969189,-15.531979,,,self,,bolt_elementary_1971,open in archive,http://catalogue.aiatsis.gov.au/client/en_AU/external/search/detailnonmodal/ent:$002f$002fSD_ILS$002f0$002fSD_ILS:208180/ada?qu=nungali&te=ILS,,,,bolt_elementary_1971,,,,910,3 full data,8 to check,308,,Bolt 1971,,Bolt 1971,bolt_elementary_1971,63006,FALSE,,Bolt's single rhotic phonemicized as two,1,PAL,0,1,0,0,3,1,0,0,,"The conflated, single rhotic of Bolt 1971 is split into two here."
ngar1283,,Ngarnka,Mindi | Ngarnga,Ngarnka,Non-PN,Non-PN,Mindi,Mindi,_other,_other,_other,_other,,,,NPN,134.60977,-16.457614,,,self,,osgarby_ngarnka_2016,unknown,,,,,osgarby_nominal_2014,,,,850,3 full data,8 to check,15,,Chadwick 1971,,Osgarby 2014,osgarby_nominal_2014,https://www.academia.edu/8002128/Nominal_morphology_of_Ngarnka_Northern_Territory_Australia_,FALSE,,,2,PAL,0,1,0,0,3,1,V_LO_NONFR_LONG,0,,
djin1251,,Jingulu,Mindi | no subgroup defined | Jingulu,Jingulu,Non-PN,Non-PN,Mindi,Mindi,_other,_other,_other,_other,,,,NPN,133.641803,-17.173683,,,ngar1283,temp,,,,,,,,,,,,3 full data,4 to wrangle,6,Jingulu_3253_augmented_Pensalfini_2003.xml,Pensalfini 2003,,Pensalfini 2003,pensalfini_grammar_2003,3253,FALSE,,,2,PAL,0,1,0,0,3,1,0,0,,
binb1241,,Binbinka,Mindi | Wambayan | Binbinka,Binbinka,Non-PN,Non-PN,Mindi,Mindi,_other,_other,_other,_other,,,,,135.83053,-16.099389,,,guda1242,Most closely related & proximal (Chadwick 1978:2),,,,,,,,,,,,3 full data,1 to acquire,309,,Chadwick 1978,,Chadwick 1978,chadwick_west_1978,4213,FALSE,,/v1+v1/ > /v1:/,2,PAL,0,1,0,0,3,2,0,0,,Two adjacent identical short vowels in Chadwick 1978 interpreted here as one long vowel.
guda1243,,Gudanji,Mindi | Wambayan | Gurdanji,Gudanji,Non-PN,Non-PN,Mindi,Mindi,_other,_other,_other,_other,,,,,135.714228,-16.850246,,,self,,aguas_gudanji_1968,online,https://openresearch-repository.anu.edu.au/handle/1885/144553,,,,aguas_gudanji_1968,"ui, ai normalized to phonemic uyi, ayi",,,1033,3 full data,8 to check,1,Gudanji_140829_augmented_Aguas_1968.xml,Aguas 1968,,Aguas 1968,aguas_gudanji_1968,303944,FALSE,,,2,PAL,0,1,0,0,3,1,0,NAS_RET,,
nucl1328,,Wambaya,Mindi | Wambayan | Wambaya,Wambaya,Non-PN,Non-PN,Mindi,Mindi,_other,_other,_other,_other,,,,,135.201613,-18.00165,,,self,,<unidentified original source>,online,"CHIRILA/v1/RN Wambaya 29,269,292; NE",,,"CHIRILA/v1/RN Wambaya 29,269,292; NE",nordlinger_grammar_1998,,,,941,3 full data,8 to check,10,Wambaya_96315_augmented_Nordlinger_1998.xml,Nordlinger 1998,,Nordlinger 1998,nordlinger_grammar_1998,96315,FALSE,,,2,PAL,0,1,0,0,3,2,0,0,,
mink1237,,Minkin,Minkin | Minkin,Minkin,Non-PN,Non-PN,Isolate_Minkin,Isolate_Minkin,_other,_other,_other,_other,,,Minkin,,139.580166,-17.969443,,,gang1267,Geographic proximity,,,,,,,,,,,,1 reconstituted only,6 to ingest,,,,,Evans 1990,evans_minkin_1990,312909,TRUE,,,2,2,0,1,0,0,3,1,0,0,,
ngum1253,,Ngumbarl,Nyulnyulan | Eastern Nyulnyulan | Ngumbarl,Ngumbarl,Non-PN,Non-PN,Nyulnyulan,Nyulnyulan,_other,_other,_other,_other,,,,,122.423984,-17.440405,,,nyig1240,temp,,,,,,,,,,,,-1 unreconstituted,-1 unreconstituted,,,,,McGregor 1996; Bowern 2010,mcgregor_nyulnyul_1996,1660; 64535,TRUE,,,2,PAL,0,1,0,0,3,1,0,0,,Inventory inferred from information in McGregor 1996:11-12; Bowern 2010.
nyig1240,,Nyigina,Nyulnyulan | Eastern Nyulnyulan | Nyiginic  | Nyikina | Small Nyigina,Nyikina,Non-PN,Non-PN,Nyulnyulan,Nyulnyulan,_other,_other,_other,_other,,,,NPN,124.486123,-18.340127,,,self,,stokes_nyikina-english:_nodate,online,CHIRILA/v1/Stokes,,,CHIRILA/v1/Stokes,stokes_description_1982,,,,495,3 full data,8 to check,231,Nyigina_18091_augmented_Stokes_1982.xml,Stokes 1982,,Stokes 1982,stokes_description_1982,18091,FALSE,,,2,PAL,0,1,0,0,3,1,0,0,,
warr1258,,Warrwa,Nyulnyulan | Eastern Nyulnyulan | Nyiginic  | Warrwa,Warrwa,Non-PN,Non-PN,Nyulnyulan,Nyulnyulan,_other,_other,_other,_other,,,,,124.082951,-17.288369,,,self,,<unidentified original source>,unknown,,,,CHIRILA/not_released/CB-marrngu,mcgregor_warrwa_1994,,,,942,3 full data,8 to check,190,Warrwa_4588_augmented_McGregor_1994.xml,McGregor 1994,,McGregor 1994,mcgregor_warrwa_1994,4588,FALSE,,,2,PAL,0,1,0,0,3,1,0,0,,
dyug1238,,Dyugun,Nyulnyulan | Eastern Nyulnyulan | Yawuric  | Jukun,Jukun,Non-PN,Non-PN,Nyulnyulan,Nyulnyulan,_other,_other,_other,_other,,,,,122.447481,-17.761718,,,self,,mcgregor_australian_2006,unknown,,,,CHIRILA/not_released/nekwor53,mcgregor_languages_2004,,,,938,3 full data,8 to check,,,,,Hosokawa 1991,hosokawa_yawuru_1991,14981,TRUE,,Inferred from Hosokawa 1991,2,PAL,0,2,0,0,3,2,0,0,,Inventory inferred from information in Hosokawa 1991.
yawu1244,,Yawuru,Nyulnyulan | Eastern Nyulnyulan | Yawuric  | Yawuru,Yawuru,Non-PN,Non-PN,Nyulnyulan,Nyulnyulan,_other,_other,_other,_other,,,,NPN,122.703717,-18.162597,,,self,,<unidentified original source>,unknown,,,,CHIRILA/not_released/Hosnd,hosokawa_yawuru_1991,,,,452,3 full data,8 to check,175,,Hosokawa 1991,,Hosokawa 1991,hosokawa_yawuru_1991,14981,FALSE,,,2,PAL,0,2,0,0,3,2,0,0,,
bard1255,,Bardi,Nyulnyulan | Western Nyulnyulan | Bardic | Bardi,Bardi,Non-PN,Non-PN,Nyulnyulan,Nyulnyulan,_other,_other,_other,_other,,,,NPN,122.933671,-16.64414,,,self,,aklif_ardiyooloon_1999,online,CHIRILA/v1/akl99,,,CHIRILA/v1/akl99,bowern_grammar_2013,,,,105,3 full data,8 to check,128,Bardi_302317_augmented_Bowern_2012.xml,Bowern 2012,,Bowern 2012,bowern_grammar_2013,302317,FALSE,,,2,PAL,0,1,0,0,3,2,V_MID_BK,0,,
nima1245,,Nimanbur,Nyulnyulan | Western Nyulnyulan | Nimanburu,Nimanburu,Non-PN,Non-PN,Nyulnyulan,Nyulnyulan,_other,_other,_other,_other,,,,,123.138915,-17.355419,<nothing more to get on this than CB has>,,bard1255,Most closely related & proximal (Bowern 2012:10),,,,,,,,,,,,-1 unreconstituted,-1 unreconstituted,,,,,McGregor 1996; Bowern 2010,mcgregor_nyulnyul_1996,1660; 64535,TRUE,,,2,PAL,0,1,0,0,3,2,0,0,,Inventory inferred from information in McGregor 1996:11-12; Bowern 2010.
dyab1238,,Dyaberdyaber,Nyulnyulan | Western Nyulnyulan | Nyulnyulic  | Jabirr-Jabirr,Jabirr-Jabirr,Non-PN,Non-PN,Nyulnyulan,Nyulnyulan,_other,_other,_other,_other,,,,,122.56139,-17.155381,,,self,,<unidentified original source>,unknown,,reconstituted,{},CHIRILA/not_released/CB,mcgregor_languages_2004,,,,936,1 reconstituted only,8 to check,,,,,McGregor 1996,mcgregor_nyulnyul_1996,1660,FALSE,,,2,PAL,0,1,0,0,3,1,0,0,,Inventory inferred from information in McGregor 1996:11-12.
djaw1238,,Djawi,Nyulnyulan | Western Nyulnyulan | Nyulnyulic  | Jawi,Jawi,Non-PN,Non-PN,Nyulnyulan,Nyulnyulan,_other,_other,_other,_other,,,,,123.176973,-16.396688,,,self,,<unidentified original source>,unknown,,reconstituted,{},CHIRILA/not_released/CB,mcgregor_languages_2004,,,,937,1 reconstituted only,8 to check,,,,,McGregor 1996,mcgregor_nyulnyul_1996,1660,TRUE,,,2,PAL,0,1,0,0,3,1,0,0,,Inventory inferred from information in McGregor 1996:11-12.
nyul1247,,Nyulnyul,Nyulnyulan | Western Nyulnyulan | Nyulnyulic  | Nyulnyul,Nyulnyul,Non-PN,Non-PN,Nyulnyulan,Nyulnyulan,_other,_other,_other,_other,,,,NPN,122.760808,-16.923585,,,self,,<unidentified original source>,unknown,,,,CHIRILA/not_released/McGregor,mcgregor_nyulnyul_1996,,,,483,3 full data,8 to check,292,Nyulnyul_1660_augmented_McGregor_1996.xml,McGregor 1996,,McGregor 1996,mcgregor_nyulnyul_1996,1660,FALSE,,,2,PAL,0,1,0,0,3,1,0,0,,
alya1239,,Alyawarr,Pama-Nyungan | Arandic | Aranda | Alyawarr,Alyawarr,PN Western,PN Western,PN Arandic,Pama-Nyungan,Arandic,_other,_other,_other,Alyawarr,Alyawarr,Alyawarr,*Alyawarr,135.46848,-21.700496,,,self,,breen_alyawarr_1990,not open in archive,http://catalogue.aiatsis.gov.au/client/en_AU/external/search/detailnonmodal/ent:$002f$002fSD_ILS$002f0$002fSD_ILS:400397/one?qu=AILEC+0001&te=ILS,,,CHIRILA/not_released/ASEDA0001,breen_wonders_2001,Labialized consonants normalized to C + w. Prestopped nasals normalized to stop + nasal sequence.,,,145,3 full data,8 to check,230,Alyawarra_305912_augmented_Yallop_1977.xml,Yallop 1975,,Breen 2001,breen_wonders_2001,305912,FALSE,,/Cw/  >/C+w/; /Cn/ > /C+n/,2,2,0,1,0,0,3,1,V_MID_CENTR;GLIDE_VEL,V_HI_BK,ALL,Prestopped nasals in Breen 2001 interpreted here as segment sequences.
east2380,,Eastern Anmatyerre,Pama-Nyungan | Arandic | Aranda | Anmatyerre | Eastern Anmatyerre,Eastern Anmatyerre,PN Western,PN Western,PN Arandic,Pama-Nyungan,Arandic,_other,_other,_other,,,,,133.746656,-22.259684,,,self,,<unidentified original source>,unknown,,,,CHIRILA/not_released/Green.Plans,green_central_2010,Labialized consonants normalized to C + w. Prestopped nasals normalized to stop + nasal sequence. Prepalatalized consonants normalized to j + C.,,,137,3 full data,8 to check,,,,,Green 2010,green_central_2010,319476,FALSE,,/Cw/ > /C+w/; /jC/ > /j+C/; /Cn/ > /C+n/,2,2,0,1,0,0,3,1,GLIDE_VEL;V_MID_CENTR,0,ALL,Prestopped nasals and prepalatalized segments in Green 2010 interpreted here as segment sequences.
west2442,,Western Anmatyerre,Pama-Nyungan | Arandic | Aranda | Anmatyerre | Western Anmatyerre,Western Anmatyerre,PN Western,PN Western,PN Arandic,Pama-Nyungan,Arandic,_other,_other,_other,,CentralAnmatyerr,CentralAnmatyerr,,132.768585,-22.318119,,,self,,green_central_2003,published,,,,CHIRILA/not_released/gre03ca,green_central_2010,Labialized consonants normalized to C + w.,,,138,3 full data,8 to check,,,,,Green 2010,green_central_2010,319476,FALSE,,/Cw/ > /C+w/,2,2,0,1,0,0,3,1,GLIDE_VEL;V_MID_CENTR,0,ALL,
ande1247,,Andegerebinha,Pama-Nyungan | Arandic | Aranda | Antekerrepenhe,Antekerrepenhe,PN Western,PN Western,PN Arandic,Pama-Nyungan,Arandic,_other,_other,_other,Antekerrepenhe,Antekerrepenhe,Antekerrepenhe,Antekerrepenhe,137.050246,-22.807921,,,self,,breen_antekerrepenhe_2006,online,http://aiatsis.gov.au/sites/default/files/catalogue_resources/0112_access.zip,,,CHIRILA/not_released/ASEDA0112,breen_wonders_2001,Labialized consonants normalized to C + w. Prestopped nasals normalized to stop + nasal sequence.,,,134,3 full data,8 to check,14,Andegerebenha_5649_augmented_Breen_1977.xml,Breen 1977,,Breen 2001,breen_wonders_2001,305912,FALSE,,/Cw/ > /C+w/; /Cn/ > /C+n/,2,2,0,1,0,0,3,1,V_MID_CENTR;GLIDE_VEL,0,ALL,Prestopped nasals in Breen 2001 interpreted here as segment sequences.
mpar1238,,Mparntwe Arrernte,Pama-Nyungan | Arandic | Aranda | Arrernte,Central Arrernte,PN Western,PN Western,PN Arandic,Pama-Nyungan,Arandic,_other,_other,_other,,,,,134.277474,-24.118793,,,self,,wilkins_mparntwe_nodate,online,http://catalogue.aiatsis.gov.au/client/en_AU/external/search/detailnonmodal/ent:$002f$002fSD_ILS$002f0$002fSD_ILS:401336/one?qu=0476&te=ILS,,,CHIRILA/not_released/ASEDA0476,henderson_topics_2013,Labialized consonants normalized to C + w. Prestopped nasals normalized to stop + nasal sequence. Prepalatalized consonants normalized to j + C.,,,1006,3 full data,8 to check,134,CArrernte_2780_augmented_Breen_2005.xml,Breen & Dobson 2005,,Breen 2001,breen_wonders_2001,305912,FALSE,,/Cw/ > /C+w/; /jC/ > /j+C/; /Cn/ > /C+n/,2,2,0,1,0,0,3,1,GLIDE_VEL;V_MID_CENTR,0,ALL,Prestopped nasals and prepalatalized segments in Breen 2001 interpreted here as segment sequences.
ayer1246,,Ayerrerenge,Pama-Nyungan | Arandic | Aranda | Ayerrerenge,Ayerrerenge,PN Western,PN Western,PN Arandic,Pama-Nyungan,Arandic,_other,_other,_other,,,,,137.769218,-21.211901,,Breen 2001:56,ande1247,Most closely related (Breen 2001:56),,,,,,,,,,,,3 full data,1 to acquire,,,,,Breen 2001,breen_wonders_2001,305912,FALSE,,/Cw/ > /C+w/,2,2,0,1,0,0,3,1,V_MID_CENTR,0,ALL,
east2379,,Eastern Arrernte,Pama-Nyungan | Arandic | Aranda | Eastern Arrernte,Eastern Arrernte,PN Western,PN Western,PN Arandic,Pama-Nyungan,Arandic,_other,_other,_other,,EasternArrernte,,,135.300658,-23.710889,,,west2441,temp,,,,,,,,,,,CB3540,3 full data,6 to ingest,,,,Queued for scanning: Henderson 2013,Breen 2001,breen_wonders_2001,305912,FALSE,,/Cw/ > /C+w/; /jC/ > /j+C/; /Cn/ > /C+n/,2,2,0,1,0,0,3,1,GLIDE_VEL;V_MID_CENTR,0,ALL,Prestopped nasals and prepalatalized segments in Breen 2001 interpreted here as segment sequences.
lowe1436,,Lower Southern Aranda,Pama-Nyungan | Arandic | Aranda | Lower Southern Aranda,Lower Southern Aranda,PN Western,PN Western,PN Arandic,Pama-Nyungan,Arandic,_other,_other,_other,,,,,134.933689,-26.192392,,,west2441,temp,,,,,,,,,,,,3 full data,1 to acquire,,,,,Breen 2001,breen_wonders_2001,305912,FALSE,,/Cw/ > /C+w/; /jC/ > /j+C/; /Cn/ > /C+n/,2,2,0,1,0,0,3,1,GLIDE_VEL;V_MID_CENTR,0,ALL,Prestopped nasals and prepalatalized segments in Breen 2001 interpreted here as segment sequences.
west2441,,Western Arrarnta,Pama-Nyungan | Arandic | Aranda | Western Arrarnte,Western Arrernte,PN Western,PN Western,PN Arandic,Pama-Nyungan,Arandic,_other,_other,_other,WesternArrarnta,WesternArrarnta,WesternArrarnta,*Western Arrarnta,132.613928,-24.140618,,,self,,breen_introductory_2000,published,,,,CHIRILA/not_released/bre00,breen_wonders_2001,Labialized consonants normalized to C + w. Prestopped nasals normalized to stop + nasal sequence. Prepalatalized consonants normalized to j + C.,,,200,3 full data,8 to check,,,,,Breen 2001,breen_wonders_2001,305912,FALSE,,/Cw/ > /C+w/; /jC/ > /j+C/; /Cn/ > /C+n/,2,2,0,1,0,0,3,1,GLIDE_VEL;V_MID_CENTR,0,ALL,Prestopped nasals and prepalatalized segments in Breen 2001 interpreted here as segment sequences.
kayt1238,,Kaytetye,Pama-Nyungan | Arandic | Kaytetye,Kaytetye,PN Western,PN Western,PN Arandic,Pama-Nyungan,Arandic,_other,_other,_other,,Kaytetye,Kaytetye,,133.648737,-20.672482,,,west2441,temp,,,,,,,,,,,,3 full data,6 to ingest,217,Kaytetye_20034_augmented_Turpin_2000.xml,Turpin 2000,,Turpin&Ross 2012,turpin_kaytetye_2012,http://catalogue.nla.gov.au/Record/5213996,FALSE,,/Cw/ > /C+w/; /jC/ > /j+C/; /Cn/ > /C+n/,2,2,0,1,0,0,3,1,GLIDE_VEL;V_MID_CENTR,V_HI_BK,ALL,Prestopped nasals and prepalatalized segments in Breen 2001 interpreted here as segment sequences.
yugu1249,,Yugumbir,Pama-Nyungan | Bandjalangic | Bandjalang | Yugambeh,Bundjalung,PN Southeast,PN Southeast,PN Qld-NSW coast,Pama-Nyungan,_other,_other,_other,Qld-NSW coast,,Yugambeh,Yugambeh,,152.680705,-28.478077,,,self,,sharpe_dictionary_1998,online,http://dx.doi.org/10.15144/PL-C139,merged varieties,,,sharpe_grammar_2005,,,,868,1 merged varieties,99 complete,204,"Bandjalang_104877_augmented_Crowley_1978.xml, Yugambeh-Bundjalung_304717_augmented_Sharpe_2005.xml",Sharpe 2005,,Sharpe 2005,sharpe_grammar_2005,304717,FALSE,,,1,PAL,0,1,P,0,3,2,V_MID_FR;V_MID_FR_LONG,RHO_GLIDE_API,,
gida1240,,Gidabal,Pama-Nyungan | Bandjalangic | Giabal,Gidabal,PN Southeast,PN Southeast,PN Qld-NSW coast,Pama-Nyungan,_other,_other,_other,Qld-NSW coast,,Githabul,Githabul,,151.902697,-28.455618,,,self,,crowley_middle_1978,online,CHIRILA/v1/cro78,,,CHIRILA/v1/cro78,crowley_middle_1978,,,,1026,3 full data,8 to check,23,Gidabal_22112_augmented_Geytenbeek_1971.xml,Geytenbeek & Geytenbeek 1971,,Geytenbeek&Geytenbeek 1971,geytenbeek_gidabal_1971,22112,FALSE,,Series labeled dental in G&G1971 is apical,1,PAL,0,1,P,0,3,2,V_MID_FR;V_MID_FR_LONG,0,,The place of articulation labeled 'dental' in Geytenbeek 1971 is 'apical' in standard Australianist terms. 
