# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Jun 11 20:40:39 AEST 2020 [seed=1591872020618]
# -window -working -options
# keywords: skyline
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(Bandjalangic)	tmrca(CentralNSW)	tmrca(Gumbaynggiric)	tmrca(Kalkatungic)	tmrca(KanyaraMantharta)	tmrca(Karnic)	tmrca(Kartu)	tmrca(Marrngu)	tmrca(Mayi)	tmrca(Ngayarta)	tmrca(NgumpinYapa)	tmrca(PamaMaric)	tmrca(SouthWest)	tmrca(ThuraYura)	tmrca(WakaGabi)	tmrca(Warluwaric)	tmrca(Wati)	tmrca(Yolngu)	age(Bandjalangic)	age(CentralNSW)	age(Gumbaynggiric)	age(Kalkatungic)	age(KanyaraMantharta)	age(Karnic)	age(Kartu)	age(Marrngu)	age(Mayi)	age(Ngayarta)	age(NgumpinYapa)	age(PamaMaric)	age(SouthWest)	age(ThuraYura)	age(WakaGabi)	age(Warluwaric)	age(Wati)	age(Yolngu)	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10	clock.rate	meanRate	treeLikelihood	branchRates	skyline
8665000	-19399.375587653412	-3576.834138507848	-15822.541449145565	7894.148925845637	-2223.1489258456368	85514.69343964609	5797.265504856923	6587.131394522493	6407.138116757387	6164.640184304236	6208.895866574626	6243.218918210212	6062.7812090335065	6654.969296234903	6678.600944513026	6221.77139060977	7071.839832248957	7421.547594937923	6097.685543987617	6205.430976382267	6683.416388285823	6702.035997405213	6483.648720306616	6609.628278411864	-126.26550485692314	-916.1313945224929	-736.1381167573873	-493.64018430423585	-537.8958665746259	-572.218918210212	-391.78120903350646	-983.9692962349027	-1007.6009445130258	-550.7713906097697	-1400.8398322489566	-1750.5475949379233	-426.68554398761717	-534.4309763822666	-1012.4163882858229	-1031.0359974052126	-812.6487203066163	-938.6282784118639	2075414.4344770627	82588.00440055986	17856.71142540621	26019.577192496257	13534.698882560218	13170.339502367417	8082.789936961657	998.4344520116134	1215.6578755276532	489.2623780969316	2.0	9.0	9.0	16.0	34.0	9.0	19.0	2.0	6.0	5.0	8.873362043945187E-5	8.873362043945179E-5	-15822.541449145565	0.0	-1150.5438622202348
8670000	-19406.421412783555	-3582.382121602675	-15824.039291180881	7817.744670384253	-2146.7446703842534	93995.74142633368	5887.068669146606	6900.610519074345	6476.155873881241	6190.595067348297	6173.1362540753635	6325.921382447105	6237.130671736023	6604.421455080504	6774.608154249846	6301.903050064146	7139.913949545132	7517.836597437741	6410.636813582271	6369.964012608211	6848.420799136734	6831.7604293061795	6537.163365693677	6761.96035794159	-216.06866914660623	-1229.6105190743447	-805.155873881241	-519.5950673482967	-502.13625407536347	-654.9213824471053	-566.130671736023	-933.4214550805036	-1103.608154249846	-630.9030500641456	-1468.9139495451318	-1846.8365974377411	-739.6368135822713	-698.9640126082113	-1177.4207991367339	-1160.7604293061795	-866.1633656936774	-1090.9603579415898	267507.70472341747	77816.43202772415	18383.287665054067	23074.987205805555	17043.296078813288	5801.453418582327	4322.902892789063	807.5344571425796	1173.4616252071712	309.3915770092759	4.0	12.0	6.0	16.0	40.0	7.0	16.0	1.0	4.0	5.0	8.05625426888926E-5	8.056254268889261E-5	-15824.039291180881	0.0	-1162.01843769982
8675000	-19416.52796425398	-3593.8965638309555	-15822.631400423023	8112.871381916212	-2441.871381916212	96220.72247519708	5806.718290471518	6853.337639414889	6508.658039920959	6377.152239374555	6165.990212381769	6278.807284945642	6345.645873977982	6583.604788053052	6868.256966696951	6331.482036480633	7155.28850946644	7605.980387676897	6300.058864521571	6347.537531993232	6608.925019113734	6904.399667396392	6721.419649672444	6658.197148105359	-135.71829047151823	-1182.337639414889	-837.6580399209588	-706.1522393745554	-494.9902123817692	-607.8072849456421	-674.6458739779819	-912.6047880530523	-1197.2569666969512	-660.4820364806328	-1484.2885094664398	-1934.9803876768974	-629.0588645215712	-676.5375319932318	-937.9250191137344	-1233.399667396392	-1050.4196496724444	-987.1971481053588	184156.2653360775	82132.21046467012	15984.82233316725	27021.16717427656	18313.29490512056	7568.060176219369	5222.034744987172	1269.252975153535	1211.9229745836562	796.2169807738042	7.0	14.0	3.0	14.0	35.0	12.0	13.0	4.0	4.0	5.0	8.329880753648042E-5	8.329880753648061E-5	-15822.631400423023	0.0	-1171.0729978264426
8680000	-19402.421617681306	-3580.0172593844413	-15822.404358296864	8120.622052193023	-2449.6220521930227	92282.57347575804	5834.973326200148	6596.4616758948005	6650.144339280765	6164.0909735322775	6245.482118024879	6201.395598011868	6275.673355163667	6412.734611989981	6548.1379476648135	6263.032020025542	7142.76967309467	7556.0943857468	6236.983902122383	6221.473730491097	6812.08884253621	6730.129329264455	6601.188268546604	6782.619373893625	-163.97332620014822	-925.4616758948005	-979.144339280765	-493.09097353227753	-574.4821180248791	-530.3955980118681	-604.6733551636671	-741.7346119899812	-877.1379476648135	-592.0320200255419	-1471.76967309467	-1885.0943857468	-565.9839021223834	-550.4737304910968	-1141.08884253621	-1059.129329264455	-930.1882685466044	-1111.6193738936254	322290.8429468912	41803.87326927458	21948.361304459882	28201.619951359597	16231.722205880707	6996.514015045315	5388.957614850825	8061.212266304947	1489.7849190477577	532.7699120582195	4.0	11.0	2.0	12.0	35.0	11.0	17.0	6.0	9.0	4.0	8.344626934159773E-5	8.344626934159773E-5	-15822.404358296864	0.0	-1154.982920751047
8685000	-19390.01183559999	-3585.249696176311	-15804.76213942368	7933.031185324557	-2262.0311853245566	93036.97209380851	5890.807071945262	6476.930256735937	6603.395871998601	6182.411964958953	6179.285014529511	6250.536296179207	6255.586896432522	6714.899581736942	6807.057297583005	6317.80769573493	7000.691496826912	7598.877596790932	6329.241494708946	6346.613530154247	6952.573596213023	6705.100254349088	6619.684348926111	6823.782304588542	-219.80707194526167	-805.9302567359373	-932.3958719986013	-511.4119649589529	-508.2850145295106	-579.536296179207	-584.5868964325218	-1043.8995817369423	-1136.0572975830046	-646.8076957349303	-1329.691496826912	-1927.8775967909323	-658.2414947089464	-675.6135301542472	-1281.573596213023	-1034.1002543490877	-948.6843489261109	-1152.7823045885416	389183.60296915844	80644.61384175577	40131.656361383604	22255.40831245609	13466.988109298685	5338.18272616887	6962.313731906706	3318.3371305482533	2316.0291115281484	198.33319114997528	5.0	10.0	6.0	21.0	29.0	14.0	12.0	6.0	4.0	4.0	8.360230372938838E-5	8.360230372938828E-5	-15804.76213942368	0.0	-1161.1319730916268
8690000	-19404.65014186292	-3579.3715887789126	-15825.278553084008	7945.090382647555	-2274.090382647555	88769.53010902829	5847.1923741219725	6687.688477896883	6573.552923970829	6285.077641790507	6236.261736123807	6278.573977226011	6228.18367470085	6641.0059850938305	6498.459778832875	6334.9686545845	6929.607036865185	7538.272184584504	6382.08187446536	6340.101289984899	6653.308198347784	6687.266380934859	6452.909797248501	6663.6047886974675	-176.19237412197253	-1016.6884778968833	-902.5529239708294	-614.0776417905072	-565.2617361238072	-607.5739772260113	-557.1836747008501	-970.0059850938305	-827.4597788328747	-663.9686545844997	-1258.6070368651854	-1867.2721845845044	-711.0818744653598	-669.1012899848993	-982.3081983477841	-1016.2663809348587	-781.9097972485006	-992.6047886974675	823981.2962854743	89015.79537077254	37532.6498214231	18484.279109547064	14166.724919214472	8061.879012490342	2459.2026727059956	4432.516951434955	3169.3142186173986	310.284760243021	3.0	8.0	13.0	23.0	20.0	11.0	13.0	6.0	10.0	4.0	9.013373869789379E-5	9.013373869789373E-5	-15825.278553084008	0.0	-1153.7982277088731
8695000	-19418.390960267352	-3590.5016573393896	-15827.889302927962	8083.159797039221	-2412.1597970392213	91891.11754107689	5898.0285277733055	6895.4752052178565	6469.377374410402	6146.146149592607	6248.47780269274	6299.262741808231	6255.021196361237	6527.509192889634	6731.5170574612375	6334.181278756297	6922.562722673955	7587.481281100908	6387.706391819563	6293.009021652694	7101.292082379111	6654.85017268509	6535.629424364002	6711.051163876639	-227.02852777330554	-1224.4752052178565	-798.3773744104019	-475.1461495926069	-577.4778026927397	-628.2627418082311	-584.0211963612373	-856.5091928896336	-1060.5170574612375	-663.1812787562967	-1251.5627226739552	-1916.4812811009078	-716.7063918195627	-622.0090216526942	-1430.292082379111	-983.85017268509	-864.6294243640023	-1040.0511638766393	176352.3820778926	79010.6635698569	25923.479637508513	17819.013665756367	9817.620849252979	9067.958200746878	8842.960727521548	13416.043192368063	2807.315702623516	3005.9387922398946	6.0	13.0	20.0	20.0	14.0	2.0	14.0	3.0	16.0	3.0	8.697571034658905E-5	8.697571034658902E-5	-15827.889302927962	0.0	-1164.3055634123878
8700000	-19397.44804320189	-3573.5880904277765	-15823.859952774115	7788.155412047254	-2117.155412047254	82822.17443906462	5804.032100859607	6552.688182187918	6621.88003779703	6036.2195473393895	6149.050117710564	6213.544524639576	6217.582840853433	6484.928422012776	6618.543229888613	6269.146230282431	6841.553897815017	7488.512754134128	6342.4990212634375	6241.904089340417	6724.206672103109	6554.416747175329	6441.539505772022	6676.375767690883	-133.03210085960745	-881.6881821879178	-950.8800377970301	-365.21954733938946	-478.05011771056434	-542.5445246395757	-546.5828408534326	-813.9284220127756	-947.5432298886126	-598.1462302824311	-1170.553897815017	-1817.512754134128	-671.4990212634375	-570.9040893404172	-1053.2066721031088	-883.416747175329	-770.5395057720216	-1005.3757676908826	211298.82333430168	49584.41512300407	35926.52060387674	12286.618058434753	9253.869270903137	5201.229755036074	5109.590496769196	5500.518054530292	3141.079404391325	513.7281053356799	8.0	5.0	15.0	29.0	17.0	2.0	11.0	2.0	15.0	7.0	9.135944707751958E-5	9.135944707751953E-5	-15823.859952774115	0.0	-1152.2073847259135
8705000	-19393.365900661458	-3575.8687171983015	-15817.497183463156	7738.279801881798	-2067.2798018817984	83159.20766190905	5796.827851462942	6341.0463973645	6663.561980136437	6170.117745787977	6145.793590856867	6247.486576015021	6183.7182641247155	6465.310308822097	6809.705135010465	6280.4702340414	6924.717502061304	7484.372198891938	6144.338567010343	6174.069388251244	6540.002104189678	6540.175374645735	6454.660014477534	6655.706664072114	-125.82785146294191	-670.0463973645001	-992.5619801364373	-499.1177457879767	-474.793590856867	-576.4865760150205	-512.7182641247155	-794.3103088220969	-1138.7051350104648	-609.4702340413996	-1253.717502061304	-1813.3721988919378	-473.33856701034256	-503.06938825124416	-869.002104189678	-869.1753746457352	-783.6600144775339	-984.7066640721141	169179.79542290056	62677.39598749861	67921.189740095	14709.282474511127	6426.548046502776	5764.0780704790595	12440.991176160573	12901.293185456321	2295.8854064093107	1087.1286261296511	8.0	8.0	5.0	38.0	16.0	5.0	2.0	4.0	19.0	6.0	9.291267865841706E-5	9.291267865841711E-5	-15817.497183463156	0.0	-1151.424821178169
8710000	-19385.65168065726	-3563.188018100106	-15822.463662557155	7790.99658338154	-2119.9965833815404	76433.21602959385	5819.788503406135	6264.715070055736	6224.061360887979	6152.007103830887	6139.978267463722	6151.568567302853	6213.85634810357	6341.743015970934	6637.931807475042	6163.447160526155	6830.407526277672	7316.82964579899	6196.2427617577605	6169.89817344595	6805.578648690677	6539.116084053216	6347.094686506803	6637.704730449601	-148.78850340613462	-593.7150700557359	-553.0613608879794	-481.007103830887	-468.97826746372175	-480.5685673028529	-542.8563481035699	-670.7430159709338	-966.9318074750418	-492.44716052615513	-1159.4075262776723	-1645.82964579899	-525.2427617577605	-498.8981734459503	-1134.5786486906773	-868.1160840532157	-676.0946865068026	-966.7047304496009	413120.10563547857	42273.998405302686	28544.955375373735	13094.201917598792	7937.5031240537755	5679.048625138208	16422.265127110764	9887.777046490652	3340.185026691328	551.4687212574705	6.0	6.0	9.0	39.0	18.0	2.0	1.0	3.0	20.0	7.0	9.770993167595775E-5	9.770993167595773E-5	-15822.463662557155	0.0	-1138.122190861895
8715000	-19381.297539044233	-3565.5254648142986	-15815.772074229935	7564.142093827989	-1893.142093827989	76037.61029956801	5917.444458738919	6414.463591876487	6313.543893792255	6138.227726306987	6173.761118701196	6105.115270893378	6151.748538444885	6450.177324107836	6575.005380623241	6181.014372271789	6782.432572775601	7273.761976919695	6192.679883805682	6298.743337656485	6442.844695970652	6436.383060403714	6474.263480803676	6615.665447830151	-246.4444587389189	-743.463591876487	-642.5438937922554	-467.2277263069873	-502.7611187011962	-434.1152708933778	-480.7485384448846	-779.1773241078363	-904.0053806232409	-510.0143722717894	-1111.4325727756013	-1602.7619769196954	-521.679883805682	-627.743337656485	-771.8446959706516	-765.3830604037139	-803.2634808036764	-944.6654478301507	576509.731180102	65297.308910334046	69528.84129872372	12469.83392130745	12070.413376344723	13265.232336191208	2071.6028675052253	1929.0924558363206	3521.698093014007	346.82111034095095	1.0	9.0	13.0	38.0	17.0	1.0	4.0	3.0	19.0	6.0	9.857947893647465E-5	9.857947893647459E-5	-15815.772074229935	0.0	-1141.5061182667398
8720000	-19379.609967735156	-3562.4888004566997	-15817.121167278456	7610.173252546305	-1939.1732525463049	78865.3205119522	5772.538714044438	6506.927249717082	6555.71189982444	6087.507397756121	6145.60178235451	6214.897027345498	6136.51511001725	6464.67816055801	6682.5324384447995	6211.363007789089	6888.84280130776	7344.826389940808	6243.673073410266	6255.438111732782	6508.909462967071	6502.876681056448	6460.374663554869	6463.898544596253	-101.53871404443817	-835.9272497170823	-884.7118998244396	-416.50739775612055	-474.60178235450985	-543.8970273454979	-465.51511001724975	-793.67816055801	-1011.5324384447995	-540.3630077890894	-1217.84280130776	-1673.8263899408084	-572.6730734102657	-584.4381117327821	-837.9094629670708	-831.8766810564484	-789.3746635548687	-792.8985445962526	847244.236976288	75632.84495368518	28286.352502516944	10945.47955137466	10821.572156342689	1717.3187026586547	6286.745523138435	3213.634437711149	2553.147363919332	270.1488632521273	4.0	8.0	13.0	30.0	22.0	5.0	8.0	1.0	15.0	5.0	9.68538399605683E-5	9.685383996056837E-5	-15817.121167278456	0.0	-1138.6824998716006
8725000	-19371.257251337483	-3559.519377707551	-15811.73787362993	7826.167618135626	-2155.167618135626	78675.9910510773	5729.79128123294	6495.55022729373	6502.426381897165	6128.277175050075	6162.6861111058915	6209.308171357979	6211.611019760725	6536.964543214889	6465.138989639867	6207.895540991125	6925.700549626813	7316.510053429927	6227.96912140589	6207.470862859352	6689.546544016477	6503.720348907401	6408.538419809022	6571.64617215256	-58.79128123293958	-824.5502272937301	-831.4263818971649	-457.27717505007513	-491.68611110589154	-538.3081713579786	-540.611019760725	-865.9645432148891	-794.1389896398668	-536.895540991125	-1254.700549626813	-1645.5100534299272	-556.9691214058903	-536.4708628593517	-1018.5465440164771	-832.7203489074009	-737.5384198090223	-900.6461721525602	308462.30610742106	41171.34033147389	14479.820210511458	18544.425535791983	10113.444981191393	2905.247651018677	4198.9561136221	2374.6279086769327	4373.014840991562	590.1535036271048	3.0	10.0	4.0	28.0	30.0	6.0	6.0	2.0	14.0	8.0	9.464319322761426E-5	9.464319322761423E-5	-15811.73787362993	0.0	-1138.0265243401282
8730000	-19389.475272709115	-3571.824433791703	-15817.650838917412	7636.7094504876995	-1965.7094504876995	76523.17031065289	5933.608702808088	6418.500959335228	6462.420984101275	6158.461435268672	6040.841126004761	6175.158742412894	6162.428878257275	6376.066812644455	6366.0820608549675	6176.736211297313	6921.744388568933	7289.102552556066	6289.91494729395	6179.935854150454	6719.355633212033	6418.387692443693	6367.49445483184	6566.427071449274	-262.6087028080883	-747.5009593352279	-791.4209841012753	-487.4614352686722	-369.84112600476055	-504.15874241289384	-491.42887825727485	-705.0668126444552	-695.0820608549675	-505.7362112973133	-1250.7443885689327	-1618.1025525560663	-618.9149472939498	-508.93585415045436	-1048.3556332120334	-747.3876924436927	-696.4944548318399	-895.4270714492741	1260651.3155691673	198490.23849389495	68640.51942249143	36965.914676796805	14288.828153190956	13549.255564830444	4589.122712064604	4387.927260795267	4701.160802051348	622.0388669926889	1.0	3.0	5.0	27.0	33.0	1.0	3.0	5.0	25.0	8.0	9.852042911604332E-5	9.85204291160433E-5	-15817.650838917412	0.0	-1143.5391927067858
8735000	-19396.922645807754	-3576.6984276401076	-15820.224218167645	7769.757925112444	-2098.7579251124444	86166.99095262257	5836.995481337711	6549.011425284654	6256.53871233642	6214.562888910985	6244.383683024018	6292.306330940573	6232.069748291169	6469.641830256006	6356.259494788619	6261.31756953699	6987.8106964706785	7385.092271237265	6291.995538832149	6299.36964922936	6556.492406578317	6586.403041646948	6428.697018267296	6768.189185395499	-165.99548133771077	-878.0114252846543	-585.5387123364198	-543.5628889109848	-573.383683024018	-621.3063309405734	-561.0697482911692	-798.641830256006	-685.2594947886191	-590.31756953699	-1316.8106964706785	-1714.0922712372649	-620.9955388321487	-628.3696492293602	-885.4924065783171	-915.4030416469477	-757.6970182672958	-1097.1891853954994	1719544.3248567046	149134.83307123973	68850.61407189019	25727.327988933877	12616.055035272668	4101.728719933943	4663.875913283251	2981.2363870444124	3821.4397293885154	933.8106419889365	1.0	4.0	4.0	25.0	31.0	3.0	7.0	3.0	25.0	8.0	8.909966997424799E-5	8.909966997424806E-5	-15820.224218167645	0.0	-1149.5398061006506
8740000	-19411.87202458994	-3578.5818107560845	-15833.290213833856	7913.058036053047	-2242.0580360530466	81614.10163967189	5898.473769132968	6448.537948959911	6600.783599101582	6179.671905871315	6186.430831036402	6261.642693072512	6221.214823079819	6370.208243669421	6382.259494352566	6226.327356684553	6929.731973265231	7361.354347627075	6220.192781118351	6231.520306687285	6566.4137948908565	6587.98606865454	6472.875267282025	6653.386185140668	-227.4737691329683	-777.5379489599109	-929.7835991015818	-508.6719058713152	-515.4308310364022	-590.642693072512	-550.2148230798193	-699.2082436694209	-711.2594943525664	-555.3273566845528	-1258.7319732652313	-1690.3543476270752	-549.1927811183514	-560.5203066872846	-895.4137948908565	-916.9860686545398	-801.8752672820247	-982.3861851406682	1231133.8943982357	269577.211701658	44077.51164386267	36811.978108200274	13522.958661954011	10059.147696791284	10895.903230200536	13825.270348452364	4254.968338874781	271.8008885322882	1.0	2.0	2.0	32.0	31.0	1.0	3.0	6.0	28.0	5.0	9.52075606071842E-5	9.520756060718429E-5	-15833.290213833856	0.0	-1147.4563713159507
8745000	-19416.845326393755	-3573.825302704701	-15843.020023689054	7717.685312007848	-2046.6853120078476	80238.41610926823	5804.11038436506	6631.198423343963	6165.667272846289	6031.472033563823	6065.3965072921155	6194.203072650432	6265.082330231743	6433.635381640631	6325.3206454713145	6238.6705196882385	6973.582506503516	7327.611658782492	6093.786651056215	6193.59422156498	6639.310133912046	6522.3802281073085	6439.520888711725	6603.924192160996	-133.11038436505987	-960.1984233439634	-494.66727284628905	-360.47203356382306	-394.39650729211553	-523.2030726504317	-594.0823302317431	-762.6353816406308	-654.3206454713145	-567.6705196882385	-1302.582506503516	-1656.6116587824918	-422.7866510562153	-522.5942215649802	-968.3101339120458	-851.3802281073085	-768.5208887117251	-932.9241921609964	796707.3663577655	89455.53196836983	57576.057165383914	30049.889114976148	16252.445706723507	4977.405355835503	9891.399889975366	2641.6410105782575	2865.97038842639	276.9495497621682	2.0	5.0	5.0	26.0	27.0	6.0	5.0	4.0	27.0	4.0	9.413072884228376E-5	9.413072884228379E-5	-15843.020023689054	0.0	-1147.5930632912718
8750000	-19381.355711514723	-3563.1352320529577	-15818.220479461765	7636.782149814509	-1965.7821498145086	76817.17996286058	5812.708751427167	6477.887974553987	6499.7232551270245	6032.802285872546	6107.776736188111	6143.503615662507	6218.513252437829	6495.969409988908	6430.617057340646	6202.283517170787	6764.016646544886	7307.493008664911	6104.979719893679	6196.639061194895	6461.1462159703715	6399.31609528664	6444.26293123177	6594.461898785354	-141.70875142716704	-806.8879745539871	-828.7232551270245	-361.80228587254624	-436.7767361881106	-472.5036156625074	-547.5132524378287	-824.9694099889084	-759.6170573406462	-531.2835171707866	-1093.0166465448856	-1636.493008664911	-433.97971989367943	-525.6390611948946	-790.1462159703715	-728.3160952866401	-773.2629312317704	-923.4618987853537	166324.36607220577	100285.79814599939	21119.933963877516	30488.075640977444	20454.207572314877	12622.129459572643	5472.4302634751675	4775.042395598143	2790.5371758212095	468.755869391973	4.0	8.0	3.0	20.0	32.0	4.0	1.0	8.0	27.0	4.0	9.888887359126385E-5	9.888887359126388E-5	-15818.220479461765	0.0	-1140.0080767963057
8755000	-19388.64438316729	-3569.3826552966852	-15819.261727870606	7730.465381473405	-2059.4653814734047	80136.63255962815	5979.968037898262	6635.534164235438	6430.393623748735	6136.134208324618	6126.633891116515	6172.71229402199	6201.254501069159	6460.0375522277845	6497.239839774055	6243.146589388423	6837.686190999063	7317.988800765923	6369.326775381439	6145.751615184459	6474.34818163653	6462.453117329724	6425.36257658803	6515.956350683092	-308.9680378982621	-964.5341642354379	-759.3936237487351	-465.13420832461816	-455.63389111651486	-501.7122940219897	-530.2545010691592	-789.0375522277845	-826.2398397740553	-572.1465893884233	-1166.686190999063	-1646.9888007659229	-698.3267753814389	-474.7516151844593	-803.3481816365302	-791.4531173297237	-754.3625765880297	-844.9563506830918	869170.3533977339	65758.83294821397	64445.812585785156	18356.970157325162	14518.781279872283	3897.2425996755824	3346.0694896600075	2411.306805165516	4008.422553117932	555.0490070682002	2.0	14.0	1.0	11.0	36.0	3.0	6.0	5.0	29.0	4.0	9.437033454184527E-5	9.437033454184524E-5	-15819.261727870606	0.0	-1144.6311127316615
8760000	-19399.91595626591	-3572.2984718793873	-15827.617484386523	7823.360246444545	-2152.360246444545	84379.03579703199	5745.915402642463	6593.645392292353	6428.35112334833	6162.518540166782	6195.75424478216	6222.894331288048	6221.498883310858	6564.308735519458	6698.788286067034	6280.31411987931	6805.243590465625	7363.754481521344	6337.220277657713	6185.44790033724	7010.162903497436	6504.278144036246	6508.278561605429	6554.096521579972	-74.91540264246305	-922.6453922923529	-757.3511233483296	-491.51854016678226	-524.7542447821597	-551.8943312880483	-550.4988833108582	-893.3087355194584	-1027.7882860670343	-609.31411987931	-1134.243590465625	-1692.7544815213441	-666.2202776577133	-514.4479003372398	-1339.1629034974358	-833.278144036246	-837.2785616054289	-883.0965215799724	421879.8259424233	70393.04344178017	29272.894585347443	39572.03655113796	11812.778782997411	6897.221374038082	12276.662510831711	26962.87170360104	3539.586010590136	322.0702235763705	3.0	10.0	11.0	6.0	30.0	5.0	6.0	1.0	33.0	6.0	8.986062083910704E-5	8.986062083910698E-5	-15827.617484386523	0.0	-1143.2023736682738
8765000	-19409.908226645886	-3577.645324720673	-15832.262901925213	7729.802499261241	-2058.802499261241	83404.07832953263	5878.810075509311	6631.677312534769	6390.856677803974	6150.45404014741	6218.18957814609	6239.722149520433	6116.194386595327	6449.65596013784	6695.259609677374	6259.1661615952835	6884.242314833035	7399.9516928308185	6171.627526339133	6257.289110762288	6580.591057949976	6583.365623824443	6610.382912477411	6519.053400130566	-207.810075509311	-960.677312534769	-719.856677803974	-479.4540401474096	-547.1895781460898	-568.722149520433	-445.19438659532716	-778.6559601378403	-1024.259609677374	-588.1661615952835	-1213.2423148330354	-1728.9516928308185	-500.6275263391326	-586.2891107622881	-909.591057949976	-912.365623824443	-939.3829124774111	-848.0534001305659	528410.1360046593	52135.50757459098	89327.95088513226	68023.41277100668	12921.620829076975	10312.244624630346	27255.381822666313	22692.540414905387	3631.2553844504137	290.3090778893875	4.0	12.0	8.0	3.0	31.0	6.0	1.0	6.0	34.0	6.0	9.200294145727414E-5	9.200294145727414E-5	-15832.262901925213	0.0	-1145.4303050926799
8770000	-19404.20136432943	-3574.985809568959	-15829.215554760473	7690.739912307734	-2019.739912307734	80543.32679446603	5773.382389183252	6504.1589926507795	6472.112438603356	6085.8847782057455	6170.74124719455	6201.89333984098	6162.460051076396	6499.5775058570825	6672.804096178	6188.720064423231	6927.572950466244	7378.318431657257	6208.50129568003	6241.231259062675	6570.144647727017	6572.888871180382	6500.520891494092	6589.8066148213275	-102.38238918325169	-833.1589926507795	-801.1124386033562	-414.88477820574553	-499.74124719454994	-530.8933398409799	-491.46005107639576	-828.5775058570825	-1001.8040961779998	-517.7200644232307	-1256.572950466244	-1707.318431657257	-537.5012956800301	-570.2312590626752	-899.1446477270174	-901.888871180382	-829.5208914940922	-918.8066148213275	709436.5164807404	40312.00975111052	57242.54673223068	15199.984121743255	23788.151160999252	22490.9947839291	12301.122649037841	3273.0351711691424	3723.4020709483116	406.9721531739874	3.0	7.0	4.0	10.0	41.0	2.0	3.0	6.0	29.0	6.0	9.662179463673934E-5	9.66217946367394E-5	-15829.215554760473	0.0	-1147.0793166065998
8775000	-19395.329840998707	-3578.147638248347	-15817.18220275036	7812.256882699244	-2141.2568826992438	81663.82534053811	5737.165049079728	6466.159161883848	6386.869045882927	6154.780042854565	6170.584616341623	6193.769218215599	6216.850347977949	6403.253924949333	6672.526944281032	6201.853269433907	6893.088431748148	7370.60266807244	6225.577082877169	6155.66478002934	6631.817240243322	6612.190628442583	6503.173534015608	6615.439731597716	-66.1650490797283	-795.1591618838484	-715.8690458829269	-483.7800428545652	-499.5846163416227	-522.7692182155988	-545.8503479779492	-732.2539249493329	-1001.5269442810322	-530.8532694339074	-1222.0884317481477	-1699.6026680724399	-554.5770828771692	-484.66478002934036	-960.817240243322	-941.1906284425831	-832.1735340156083	-944.4397315977158	216186.4975951816	34423.35405929443	73509.41495240048	58465.66188292075	23419.614074006487	12804.465442508525	19425.777217131174	4980.504352057393	3195.16292660443	280.44510342579133	5.0	4.0	1.0	6.0	46.0	3.0	7.0	10.0	23.0	6.0	9.492735044785594E-5	9.492735044785596E-5	-15817.18220275036	0.0	-1150.3525810598098
8780000	-19396.3695869474	-3578.4142876887795	-15817.955299258621	7685.843612591272	-2014.8436125912722	82769.66613972312	5806.602588801956	6714.142083200852	6518.413178587351	6168.897128081614	6121.1202890986915	6143.593645852751	6240.014772687614	6573.201370193634	6702.261625652741	6187.717409807807	6957.127486756709	7379.570880499825	6170.016370761488	6279.40310194742	6915.227631152253	6479.455297155545	6434.489997270897	6638.473211153767	-135.6025888019558	-1043.1420832008516	-847.4131785873506	-497.897128081614	-450.1202890986915	-472.59364585275125	-569.0147726876139	-902.2013701936339	-1031.2616256527408	-516.7174098078067	-1286.127486756709	-1708.5708804998249	-499.01637076148836	-608.4031019474196	-1244.2276311522528	-808.4552971555449	-763.4899972708972	-967.4732111537669	165243.23656495233	21636.209859271512	31122.100834437897	74672.94277178108	16167.637483298522	13462.942067546592	10432.301569984356	9816.856955247404	3417.585138991909	599.2201853587248	7.0	4.0	6.0	5.0	44.0	3.0	6.0	12.0	21.0	3.0	9.420355045347687E-5	9.420355045347689E-5	-15817.955299258621	0.0	-1152.350947168589
