2	again	Thura-Yura	Wirangu	yakulu	28
2	again	Dyirbalic	Wulguru	NA	0
2	again	Paman	Yadhaykenu	NA	0
2	again	Kalkatungic	Yalarnnga	kamu	39
2	again	Yolngu	Yannhangu	rathabi	19
2	again	Karnic	Yandruwandha	puthakurnu	30
2	again	Warluwaric	Yanyuwa	yurrulu	37
2	again	Karnic	Yarluyandi	yada	9
2	again	Gumbaynggiric	Yaygirr	NA	0
2	again	Paman	Yidiny	NA	0
2	again	Ngayarta	Yindjibarndi	ngardimu	7
2	again	Ngayarta	Yinhawangka	NA	0
2	again	Paman	YirYoront	thel	69
2	again	Yotayotic	YortaYorta	NA	0
2	again	Wati	Yulparija	wituka	13
2	again	Central NSW	Yuwaalaraay	yalu:	4
3	all	Thura-Yura	Adnyamathanha	urru	27
3	all	Kartu	Badimaya	nominal	0
3	all	Bandjalangic	Bandjalang	gumbih	62
3	all	Waka-Kabi	Batyala	sbira-lu	26
3	all	Maric	BidyaraGungabula	mumpa	52
3	all	Ngumpin-Yapa	Bilinarra	burrb-barni	23
3	all	Maric	Biri	waŋgarany	35
3	all	Warluwaric	Bularnu	NA	0
3	all	Yolngu	Dhangu	warrpam	14
3	all	Maric	Dharumbal	NA	0
3	all	Yolngu	Dhayyi	NA	0
3	all	Karnic	Diyari	parrjarna	22
3	all	Paman	Djabugay	nyiŋay-tyata	44
3	all	Yolngu	Djapu	warrpam	14
3	all	Yolngu	Djinang	ngayama	17
3	all	Waka-Kabi	Duungidjawu	NA	0
3	all	Dyirbalic	Dyirbal	dyana	82
3	all	Central NSW	Gamilaraay	ganu	25
3	all	Maric	Gangulu	NA	0
3	all	Bandjalangic	Githabul	mabehr	63
3	all	Maric	GuguBadhun	NA	0
3	all	Gumbaynggiric	Gumbaynggir	biin	11
3	all	Maric	Gunggari	NA	0
3	all	Maric	Gunya	gurrugurru	27
3	all	Yolngu	Gupapuyngu	warrpam	14
3	all	Ngumpin-Yapa	Gurindji	purrpparni	23
3	all	Paman	GuuguYimidhirr	warkanobungo	76
3	all	Maric	Guwamu	gurrugurru	27
3	all	Ngumpin-Yapa	Jaru	wanyjuwurrajarra	31
3	all	Kanyara-Mantharta	Jiwarli	-rdan	48
3	all	Kalkatungic	Kalkatungu	NA	0
3	all	Marrngu	Karajarri	wakaj	6
3	all	Ngayarta	Kariyarra	tyulu	9
3	all	Wati	Kartujarra	yarnngala	41
3	all	Paman	KokNar	NA	0
3	all	Paman	KokoBera	NA	0
3	all	Paman	KuguNganhcara	NA	0
3	all	NorthernIsolate	Kukatj	NA	0
3	all	Wati	Kukatja	Ncom	13
3	all	Paman	KukuYalanji	wubul	50
3	all	Karnic	Kungkari	NA	0
3	all	Paman	Kunjen	ogng3n	73
3	all	Ngayarta	Kurrama	julukurta	9
3	all	Paman	Kurtjar	wok, bhaarr	57
3	all	Paman	KuukThaayorre	NA	0
3	all	Tangkic	Lardil	baki, maarra	61
3	all	Paman	Linngithigh	NA	0
3	all	Kartu	Malgana	NA	0
3	all	Yardli	Malyangapa	NA	0
3	all	Marrngu	MangalaMcK	wakac	6
3	all	Maric	Margany	birriny	46
3	all	Ngayarta	Martuthunira	NA	0
3	all	Paman	Mbabaram	arrwa	1
3	all	Paman	Mbakwithi	NA	0
3	all	Mirniny	Mirniny	NA	0
3	all	Ngumpin-Yapa	Mudburra	kuwanyja	28
3	all	Muruwaric	Muruwari	kurru-kurru	27
3	all	Thura-Yura	Narrungga	pat:ana	22
3	all	Wati	Ngaanyatjarra	pirni, pirninya, pirninyartu	21
3	all	Mirniny	Ngadjumaya	NA	0
3	all	Karnic	Ngamini	parrtyana	22
3	all	Ngumpin-Yapa	Ngardily	lurrity	36
3	all	Ngumpin-Yapa	Ngarinyman	NA	0
3	all	Ngayarta	Ngarla	NA	0
3	all	Ngayarta	Ngarluma	tyurlu	9
3	all	Mayi	Ngawun	NA	0
3	all	Central NSW	Ngiyambaa	pungkupu	7
3	all	Kartu	Nhanta	wawulya	59
3	all	Karnic	Nhirrpi	NA	0
3	all	Thura-Yura	Nukunu	NA	0
3	all	Ngayarta	Nyamal	wiirr	8
3	all	Marrngu	Nyangumarta	wirr	8
3	all	Dyirbalic	Nyawaygi	NA	0
3	all	Paman	Olkola	NA	0
3	all	Paakantyi	Paakantyi	kutanya	19
3	all	Paman	Pakanh	NA	0
3	all	Ngayarta	Panyjima	jurlu	9
3	all	Kanyara-Mantharta	Payungu	wurrayimpa	77
3	all	Wati	PintupiLuritja	yapuwarra	32
3	all	Karnic	PittaPitta	NA	0
3	all	Kanyara-Mantharta	Purduna	NA	0
3	all	Yolngu	Ritharrngu	warrpam	14
3	all	Kanyara-Mantharta	Thalanyji	NA	0
3	all	Kanyara-Mantharta	Tharrgari	NA	0
3	all	Paman	Thaynakwith	NA	0
3	all	Paman	Umpila	kulimaku	54
3	all	Paman	UwOykangand	NA	0
3	all	Garrwan	Waanyi	NA	0
3	all	Central NSW	Wailwan	-aaba	66
3	all	Kartu	Wajarri	yalyba	78
3	all	Warluwaric	Wakaya	mukerl	43
3	all	Ngumpin-Yapa	WalmajarriBilliluna	palkuru	3
3	all	Wati	Wangkajunga	nyupurru	2
3	all	Karnic	Wangkumara	marru	86
3	all	Dyirbalic	Wargamay	NA	0
3	all	Ngumpin-Yapa	Warlmanpa	mukku (Preverp)	15
3	all	Ngumpin-Yapa	Warlpiri	jintakumarrarni	15
3	all	Warluwaric	Warluwarra	NA	0
3	all	Wati	Warnman	NA	0
3	all	Kanyara-Mantharta	Warriyangga	NA	0
3	all	Kulin	WembaWemba	NA	0
3	all	Arandic	WesternArrarnta	iŋkerreke	45
3	all	Paman	WikMungkan	yuk way min	51
3	all	Central NSW	Wiradjuri	biyang-galang	42
3	all	Thura-Yura	Wirangu	yaburdu	32
3	all	Dyirbalic	Wulguru	NA	0
3	all	Paman	Yadhaykenu	NA	0
3	all	Kalkatungic	Yalarnnga	NA	0
3	all	Yolngu	Yannhangu	bukmak	18
3	all	Karnic	Yandruwandha	malka	33
3	all	Warluwaric	Yanyuwa	mura	16
3	all	Karnic	Yarluyandi	thanardi	49
3	all	Gumbaynggiric	Yaygirr	NA	0
3	all	Paman	Yidiny	NA	0
3	all	Ngayarta	Yindjibarndi	julu	9
3	all	Ngayarta	Yinhawangka	yarta	79
3	all	Paman	YirYoront	mo7	15
3	all	Yotayotic	YortaYorta	wuta	55
3	all	Wati	Yulparija	laltu	13
3	all	Central NSW	Yuwaalaraay	ganu, ganungawu, gurrugurru, -aaba-li	25
4	and	Thura-Yura	Adnyamathanha	adni	3
4	and	Kartu	Badimaya	NA	0
4	and	Bandjalangic	Bandjalang	ŋula	49
4	and	Waka-Kabi	Batyala	NA	0
4	and	Maric	BidyaraGungabula	NA	0
4	and	Ngumpin-Yapa	Bilinarra	NA	0
4	and	Maric	Biri	NA	0
4	and	Warluwaric	Bularnu	NA	0
4	and	Yolngu	Dhangu	ga	6
4	and	Maric	Dharumbal	NA	0
4	and	Yolngu	Dhayyi	conjunction	6
4	and	Karnic	Diyari	ya	9
4	and	Paman	Djabugay	tyata	10
4	and	Yolngu	Djapu	ga	6
4	and	Yolngu	Djinang	a	6
4	and	Waka-Kabi	Duungidjawu	ŋa	13
4	and	Dyirbalic	Dyirbal	NA	0
4	and	Central NSW	Gamilaraay	ngaragay	59
4	and	Maric	Gangulu	NA	0
4	and	Bandjalangic	Githabul	ngula	49
4	and	Maric	GuguBadhun	yama	32
4	and	Gumbaynggiric	Gumbaynggir	garraa, waw, yurrga	26
4	and	Maric	Gunggari	tu	37
4	and	Maric	Gunya	NA	0
4	and	Yolngu	Gupapuyngu	ga	6
4	and	Ngumpin-Yapa	Gurindji	purrpurr	14
4	and	Paman	GuuguYimidhirr	galmba	50
4	and	Maric	Guwamu	NA	0
4	and	Ngumpin-Yapa	Jaru	NA	0
4	and	Kanyara-Mantharta	Jiwarli	-tyipi	23
4	and	Kalkatungic	Kalkatungu	-yana	21
4	and	Marrngu	Karajarri	pa	4
4	and	Ngayarta	Kariyarra	maratyi	25
4	and	Wati	Kartujarra	wituka	47
4	and	Paman	KokNar	NA	0
4	and	Paman	KokoBera	(mim-) púchvkat	64
4	and	Paman	KuguNganhcara	NA	0
4	and	NorthernIsolate	Kukatj	thangkara	55
4	and	Wati	Kukatja	Ncom	18
4	and	Paman	KukuYalanji	ŋarra	2
4	and	Karnic	Kungkari	munthu	42
4	and	Paman	Kunjen	NA	0
4	and	Ngayarta	Kurrama	NA	0
4	and	Paman	Kurtjar	arr	2
4	and	Paman	KuukThaayorre	NA	0
4	and	Tangkic	Lardil	bana	52
4	and	Paman	Linngithigh	NA	0
4	and	Kartu	Malgana	NA	0
4	and	Yardli	Malyangapa	NA	0
4	and	Marrngu	MangalaMcK	kampaja	20
4	and	Maric	Margany	NA	0
4	and	Ngayarta	Martuthunira	NA	0
4	and	Paman	Mbabaram	NA	0
4	and	Paman	Mbakwithi	NA	0
4	and	Mirniny	Mirniny	NA	0
4	and	Ngumpin-Yapa	Mudburra	NA	0
4	and	Muruwaric	Muruwari	thaka	35
4	and	Thura-Yura	Narrungga	NA	0
4	and	Wati	Ngaanyatjarra	ka	6
4	and	Mirniny	Ngadjumaya	yaŋka	48
4	and	Karnic	Ngamini	ya	9
4	and	Ngumpin-Yapa	Ngardily	NA	0
4	and	Ngumpin-Yapa	Ngarinyman	burruburru	0
4	and	Ngayarta	Ngarla	NA	0
4	and	Ngayarta	Ngarluma	NA	0
4	and	Mayi	Ngawun	NA	0
4	and	Central NSW	Ngiyambaa	NA	0
4	and	Kartu	Nhanta	kala	6
4	and	Karnic	Nhirrpi	karru	17
4	and	Thura-Yura	Nukunu	NA	0
4	and	Ngayarta	Nyamal	pa	4
4	and	Marrngu	Nyangumarta	pa	4
4	and	Dyirbalic	Nyawaygi	NA	0
4	and	Paman	Olkola	NA	0
4	and	Paakantyi	Paakantyi	ŋa	13
4	and	Paman	Pakanh	NA	0
