# BEAST v1.10.5 Prerelease #23570d1
# Generated Tue Oct 27 10:05:04 AEST 2020 [seed=1603757075952]
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	tmrca(KanyaraMantharta)	tmrca(Kartu)	tmrca(Marrngu)	tmrca(Ngayarta)	tmrca(NgumpinYapa)	tmrca(SouthWest)	tmrca(ThuraYura)	tmrca(Wati)	birthDeath.meanGrowthRate	birthDeath.relativeDeathRate	birthDeath.sampleProbability	bcov.alpha	bcov.s	frequencies1	frequencies2	hfrequencies1	hfrequencies2	bcov.alpha.2	bcov.s.2	frequencies.21	frequencies.22	hfrequencies.21	hfrequencies.22	alpha	WPN_cognates_2020-10-12.ucld.mean	WPN_cognates_2020-10-12.ucld.stdev	biphone_binary_2020-10-12.ucld.mean	biphone_binary_2020-10-12.ucld.stdev	WPN_cognates_2020-10-12.meanRate	WPN_cognates_2020-10-12.coefficientOfVariation	WPN_cognates_2020-10-12.covariance	biphone_binary_2020-10-12.meanRate	biphone_binary_2020-10-12.coefficientOfVariation	biphone_binary_2020-10-12.covariance	WPN_cognates_2020-10-12.treeLikelihood	biphone_binary_2020-10-12.treeLikelihood	WPN_cognates_2020-10-12.branchRates	biphone_binary_2020-10-12.branchRates	speciation
210000	-22203.76357975286	-1039.8039313159888	-21163.95964843687	6597.823714123734	113711.8426022907	2844.4328507004993	4025.2345322382425	2301.7082864236295	3481.8379552054835	2598.292720473905	2109.122421558143	3325.460432772593	3019.5961534384014	6.055667523039407E-4	0.0	0.537	0.27662614312344247	0.12607399640289108	0.8998860284745365	0.10011397152546353	0.5	0.5	6.674770876411425E-4	0.17252234245673348	0.6676246950423591	0.3323753049576402	0.5	0.5	0.3598490410637889	8.925096458712396E-5	2.1090074947644898E-4	6.969450468367202E-5	1.434922722684584E-4	6.006339123215231E-5	1.744753449181686	-0.10167450213327765	4.180193893840976E-5	1.2619602923740356	0.10999860499988515	-11273.579856019887	-4693.638423304457	-383.0738674778016	-383.0738674778016	-378.77323504058484
220000	-22203.74443178502	-1041.0713633605305	-21162.67306842449	6939.2952131612055	117511.23034422297	3019.597512752122	4226.884710842217	2197.655043629949	3479.638866198158	2739.1601929113444	2535.6344785550878	3222.3485391900062	3102.3673831281067	4.5625384783208784E-4	0.0	0.537	0.20807789382574285	0.1411915079184825	0.9021835856590581	0.09781641434094178	0.5	0.5	0.002525882324648176	0.21917350087986254	0.6467145742673189	0.35328542573268035	0.5	0.5	0.33644928366922594	9.455554172856178E-5	2.491184742010404E-4	6.380513500750184E-5	1.3738987208609352E-4	6.21874693357602E-5	1.787319786741553	-0.017397372946519902	3.7112255962503735E-5	1.3640313291209176	0.08459130714958936	-11281.27226651269	-4691.296260528303	-383.0738674778016	-383.0738674778016	-380.2751115055946
230000	-22232.537807614524	-1041.4542435826509	-21191.083564031873	6890.442810697371	117536.76014327891	2568.7119906533535	4176.18712731895	2417.9711586998264	3384.0972954093713	2695.588232761885	2152.6867512273484	3414.5351558335815	3013.3513268354664	4.517473563629974E-4	0.0	0.537	0.22776309180819293	0.1549536038482721	0.8963675348254918	0.10363246517450816	0.5	0.5	0.0019481521152165191	0.18995836984369116	0.6610546936349566	0.33894530636504283	0.5	0.5	0.40670464399594985	9.289438259678437E-5	2.2148472554633797E-4	7.079264753769197E-5	1.3558814896004305E-4	5.7388052621167704E-5	1.8416852571178013	-0.11186524835280118	4.304591954675031E-5	1.2798839216897564	0.014487028285187557	-11276.210561748701	-4700.619966160135	-383.0738674778016	-383.0738674778016	-380.33839023730644
240000	-22230.90087012927	-1041.3739870823501	-21189.526883046918	6977.143954166089	119659.00821630424	2773.8822196784604	3890.677204021794	2339.48982248796	3645.30117236742	2704.9914518925075	2377.9889084368983	3556.12513545721	3256.9098479576455	5.612245313444886E-4	0.0	0.537	0.3199932917819129	0.1878013499986704	0.902603158511586	0.09739684148841395	0.5	0.5	0.0023889324735697102	0.12030302698988386	0.6610473249265232	0.33895267507347626	0.5	0.5	0.3141579406330652	9.305428605243419E-5	2.2785614339657122E-4	7.910150177034983E-5	1.388515958745713E-4	5.3644532514036925E-5	1.9008524780280296	-0.11406366113574422	4.871696409951968E-5	1.1392018098481997	0.234348314281083	-11280.250310139858	-4702.471156455849	-383.0738674778016	-383.0738674778016	-380.8126649442578
250000	-22062.83785029622	-1040.3540266244731	-21022.483823671744	6618.742625186549	123526.98099005537	2718.4948267084733	4355.5954203405045	2601.318201596059	4076.0643386997212	2576.7428971838203	2152.604548062646	3667.7979964331635	3203.0714655126753	4.640770647423012E-4	0.0	0.537	0.24719712562717058	0.14202962987207185	0.8977495961933722	0.10225040380662791	0.5	0.5	0.002499661818280254	0.10951583333671891	0.6651887682375	0.33481123176249944	0.5	0.5	0.392254337227403	9.357517946009892E-5	2.1495324275211375E-4	7.399748037765587E-5	1.2736338800622886E-4	5.92277341406071E-5	1.7807997861171938	-0.10649011074256112	4.94005638934863E-5	1.139556757898307	0.1324075844602188	-11286.267173073087	-4716.7580657244835	-383.0738674778016	-383.0738674778016	-381.6934691633175
260000	-22046.766476591158	-1044.7415432821779	-21002.02493330898	6871.877502327886	121253.34028753595	2761.7888006480403	4348.959022391079	2131.026066581749	4238.462649419158	2524.184130333411	2708.0558359146557	3324.9806595855657	3067.9911359788425	5.337845812580259E-4	0.0	0.537	0.2047575393375695	0.12924151922570992	0.8990165746764559	0.10098342532354412	0.5	0.5	0.0032364974634978326	0.14908038218873185	0.6806103913771949	0.31938960862280463	0.5	0.5	0.30646074898251063	9.614000727730796E-5	1.9708033255916145E-4	6.747772103937399E-5	9.827019859885616E-5	5.977996411504764E-5	1.7075556189991554	0.014214816985901326	4.2547210529336346E-5	1.1526960253199052	0.16183398316585773	-11259.344716845133	-4698.528122721242	-383.0738674778016	-383.0738674778016	-381.2814875482764
270000	-22015.051338584257	-1045.6427701986058	-20969.40856838565	6947.388074998068	122669.23935030759	2960.043006567916	4381.425192732456	2555.5146012681553	4187.064147141271	2380.497116784005	1952.6577900492493	3363.6929081782146	3070.512945134523	4.7503750723679617E-4	0.0	0.537	0.16028903835985853	0.16468314636170622	0.8950323357427051	0.1049676642572948	0.5	0.5	0.0021502163976400124	0.1676421952708023	0.6719573517928522	0.32804264820714746	0.5	0.5	0.3119126240452417	9.952919464016265E-5	2.265616923543859E-4	6.344310551169584E-5	1.0547659825641562E-4	5.4534671842160094E-5	1.7964583489337482	-0.016291074482483632	3.612423911673522E-5	1.2312079896277723	-0.11233224080757166	-11221.593917346378	-4694.60058629389	-383.0738674778016	-383.0738674778016	-381.50826399778515
280000	-22017.510603649116	-1040.1938796159816	-20977.316724033135	6962.667691824121	124145.87235695704	3438.6995759434685	4644.4650692863415	2410.334460833594	4177.715068527432	2486.803504457374	2028.777942914728	4094.8862537273085	3132.8754579978504	5.125003997422079E-4	0.0	0.537	0.25161803850210945	0.11888471045169749	0.904003472640103	0.09599652735989729	0.5	0.5	1.4496837746492636E-5	0.15591426293162516	0.6844180116560229	0.3155819883439765	0.5	0.5	0.34910974956482504	9.782544375234048E-5	2.0335113649344635E-4	6.939560923017803E-5	1.1677117338039097E-4	5.4247177702004097E-5	1.6768111730173856	-0.02373483870070581	4.2465524451136925E-5	0.9892399767558612	0.01944431072101162	-11230.671637980742	-4701.918463802472	-383.0738674778016	-383.0738674778016	-382.23337251880344
290000	-22001.175654972856	-1046.583942064711	-20954.591712908146	6996.53829045353	122955.00443127131	3541.689105272965	4196.663446570079	2496.1564345350253	3958.6096463347367	2450.594628566964	1721.1472420263779	3795.297832677419	3043.315241600111	5.02060524272195E-4	0.0	0.537	0.2246500865909449	0.16717392590379632	0.9003319228487723	0.09966807715122784	0.5	0.5	0.0033447776095469617	0.16406762801680552	0.6749123820447707	0.3250876179552287	0.5	0.5	0.3146198236336437	9.9317947838576E-5	1.9866071543996568E-4	6.319388895180506E-5	1.5511904253398626E-4	5.2988431241868205E-5	1.783850011289408	-0.07722573551907455	3.670375075032342E-5	1.2351879527830114	-0.015433476033712245	-11234.671064708768	-4687.395138007512	-383.0738674778016	-383.0738674778016	-381.6098898526428
300000	-22017.290457891457	-1048.7741408084971	-20968.51631708296	6883.454121113936	120993.35149682174	3107.0298564747254	4239.801875916562	2111.0011527453603	3838.661194814586	2355.9288081240525	2611.5264552459535	3877.522371486167	3031.2010384774885	4.467295703583942E-4	0.0	0.537	0.21301992407566037	0.16096767406140153	0.9015119767141729	0.09848802328582723	0.5	0.5	0.002138047245400618	0.1669003040125434	0.6912215664074548	0.3087784335925445	0.5	0.5	0.37605616480607024	9.51090584164341E-5	1.5645357633282424E-4	6.85618840537279E-5	1.258418893726421E-4	5.6721784622523706E-5	1.5332288700365206	0.1621422019281707	4.220829534158076E-5	1.1401893602720448	0.014627391557855779	-11219.357088765195	-4697.103732955975	-383.0738674778016	-383.0738674778016	-381.4543702855321
310000	-21985.85141231085	-1042.3728557422876	-20943.478556568563	6961.339558608001	130526.3053684655	3030.043148435564	5055.276939271726	2498.827733530199	4668.584478603307	2615.346198490339	2701.7821353228715	4091.8944140298463	3017.251193947723	4.757750777191008E-4	0.0	0.537	0.22362206527622816	0.13022189812111978	0.9004916022935436	0.09950839770645677	0.5	0.5	0.00530539035057885	0.17558245106334097	0.6825834489669311	0.3174165510330682	0.5	0.5	0.3492937603364334	9.244690981123654E-5	1.8582768757881594E-4	7.270365194752354E-5	1.6215220221905415E-4	5.0860656979984776E-5	1.7295986671688783	0.08248740061617983	4.033290154046286E-5	1.4510347103136065	-0.015817016823885345	-11219.024584501345	-4698.283809861984	-383.0738674778016	-383.0738674778016	-384.33755312682024
320000	-22032.616533184573	-1045.908673392618	-20986.707859791954	6934.113319596325	128758.15994930979	2942.49246892372	4627.250058216389	2352.343522978635	4367.098850722479	2515.3877218030757	2691.4463354715826	3826.0703527902547	3070.374671808301	5.05268204208135E-4	0.0	0.537	0.24191338942095356	0.11491711052061174	0.9001593304617891	0.09984066953821118	0.5	0.5	0.0012828742818421363	0.23948984414530844	0.6751410508410133	0.3248589491589859	0.5	0.5	0.35517093259527177	9.759814726696992E-5	1.8240747856258807E-4	5.050207314977474E-5	1.0740911648177628E-4	5.615148825653388E-5	1.8159003397947981	0.024929523113349557	3.060065634354298E-5	1.1180851264328726	0.012452564117271697	-11234.406125847145	-4700.715940752474	-383.0738674778016	-383.0738674778016	-383.63599186592813
330000	-21987.256619827866	-1040.102407389582	-20947.154212438283	6893.761625217709	123879.00478747563	2944.4513859748163	4525.746600086856	2142.912470201211	3833.2843655881397	2659.4757227551336	1987.3200423047392	3822.1208900595066	3041.9605786932616	4.8002558024483365E-4	0.0	0.537	0.21746968180218076	0.17856042473925976	0.8973087756132877	0.10269122438671242	0.5	0.5	0.0016499497808826187	0.16808381385257803	0.6663058155788465	0.33369418442115273	0.5	0.5	0.3751934591400978	9.970954089792144E-5	1.7902030768533067E-4	7.114020720041455E-5	1.5234259764865466E-4	5.517666028887416E-5	1.7406606998050973	0.024909596212428324	4.366622345865956E-5	1.2030806879690221	-0.0833424252794159	-11224.762684286758	-4701.2110730650165	-383.0738674778016	-383.0738674778016	-381.92179383220133
340000	-21974.626138773263	-1045.5384760959028	-20929.08766267736	6926.534644707004	127476.83702492245	2943.4572145864336	5015.7028810886495	2073.016116923838	4343.294455959586	2693.4256974126006	2108.965569823611	4008.5876122311574	3215.2581386075085	3.9341278428034015E-4	0.0	0.537	0.21082122999096828	0.20198191205957094	0.8975016985286743	0.1024983014713258	0.5	0.5	0.007025824830868597	0.15482065523047683	0.7061223681152499	0.29387763188474936	0.5	0.5	0.3116321325141135	9.651327536366636E-5	1.7260302831183488E-4	5.679239179696635E-5	1.1421755625247334E-4	5.509970245901358E-5	1.722008173027842	-0.015377955705880098	3.609350379764201E-5	1.154051464537177	0.023982973667178956	-11226.259661274895	-4703.971461557823	-383.0738674778016	-383.0738674778016	-384.2841862496274
350000	-21992.38324642659	-1046.0521472664655	-20946.331099160125	6919.695274577655	123471.32375239166	2907.345386548597	4541.8087857981045	1716.5228212106153	4244.0117731481405	2408.138205263907	2603.003541968952	3755.1413339810592	3007.8545081583243	6.043625632865783E-4	0.0	0.537	0.20588416204068571	0.16473433150881284	0.8974931493835493	0.10250685061645087	0.5	0.5	0.0017065500932718354	0.16628721142017094	0.6877287053296829	0.31227129467031667	0.5	0.5	0.3392432859620488	9.66837434166001E-5	1.772756989308846E-4	6.49303294842628E-5	1.2596289821007988E-4	5.537842992758682E-5	1.7564805780428534	0.009709209220298541	4.1482318305927765E-5	1.1396052754529766	0.07938211461078086	-11224.87152679386	-4689.279525125721	-383.0738674778016	-383.0738674778016	-383.2296596379352
360000	-21989.256052745168	-1045.5204424349424	-20943.735610310225	6794.539680899583	125785.36067692394	3141.7099416776946	4156.989465027177	2332.6448788825082	4467.540797487517	2502.8655110861923	2500.462368322277	4060.0838200179114	3004.961590395646	4.7636891882631876E-4	0.0	0.537	0.24763882007210256	0.11983147547313931	0.8999396673563265	0.1000603326436737	0.5	0.5	0.0010715073581758756	0.15506797284681204	0.6428793361899555	0.35712066381004404	0.5	0.5	0.4018553430059536	9.832261975181177E-5	1.973282875155252E-4	7.092889039593992E-5	1.2389436775906196E-4	5.341285468985865E-5	1.8766380494820105	0.01562703670142912	4.751750256712235E-5	1.1126369216612542	0.09037339637115102	-11224.82768360595	-4694.724274830239	-383.0738674778016	-383.0738674778016	-382.57412132979823
